CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;TEMP_XX;OXYM_01;Si_01;PO4_01;NOx_01;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
18HU95016_383;36;43.2;-62.09;160714;53;22-jul-95;22:22:00;10.4;5.94;2.49;0.35;2.85;0.44
18HU95016_383;36;43.2;-62.09;160715;43;22-jul-95;22:22:00;10.9;6.24;1.5;0.18;0.85;1.26
18HU95016_383;36;43.2;-62.09;160716;33;22-jul-95;22:22:00;11.5;6.29;1.27;0.16;0;1.33
18HU95016_383;36;43.2;-62.09;160717;23;22-jul-95;22:22:00;13.3;5.94;1.13;0.11;0;0.44
18HU95016_383;36;43.2;-62.09;160718;14;22-jul-95;22:22:00;16.1;5.5;0.99;0.13;0;0.35
18HU95016_383;36;43.2;-62.09;160719;5;22-jul-95;22:22:00;16.6;5.45;0.68;0.1;0;0.25
18HU95016_384;37;43.48;-62.45;160720;74;23-jul-95;01:29:00;7;5.12;4.82;0.46;6.21;0.16
18HU95016_384;37;43.48;-62.45;160721;65;23-jul-95;01:29:00;6.8;5.32;7.45;0.85;9.61;0.18
18HU95016_384;37;43.48;-62.45;160722;54;23-jul-95;01:29:00;5.3;6.16;3.85;0.5;4.93;0.59
18HU95016_384;37;43.48;-62.45;160723;44;23-jul-95;01:29:00;3.9;7.07;2.6;0.48;2.6;1.79
18HU95016_384;37;43.48;-62.45;160724;34;23-jul-95;01:29:00;5.1;7.12;1.04;0.24;0;1.25
18HU95016_384;37;43.48;-62.45;160725;24;23-jul-95;01:29:00;15.7;5.41;0.54;0.13;0;0.36
18HU95016_384;37;43.48;-62.45;160726;14;23-jul-95;01:29:00;16.1;5.27;0.75;0.25;0;0.3
18HU95016_384;37;43.48;-62.45;160727;5;23-jul-95;01:29:00;17.3;5.17;0.47;0.16;0;0.28
18HU95016_385;38;43.92;-62.89;160728;256;23-jul-95;07:39:00;9.6;2.12;18.18;1.16;18.11;0.01
18HU95016_385;38;43.92;-62.89;160729;226;23-jul-95;07:39:00;9.9;2.32;16.2;1.22;19.24;0.01
18HU95016_385;38;43.92;-62.89;160730;206;23-jul-95;07:39:00;10.1;2.66;11.21;0.86;14.66;0.01
18HU95016_385;38;43.92;-62.89;160731;185;23-jul-95;07:39:00;10.2;2.89;12.62;1.02;16.83;0.01
18HU95016_385;38;43.92;-62.89;160732;165;23-jul-95;07:39:00;10.1;2.97;11.9;0.97;15.91;0.01
18HU95016_385;38;43.92;-62.89;160733;145;23-jul-95;07:39:00;10.2;3.26;11.91;0.96;15.61;0.01
18HU95016_385;38;43.92;-62.89;160734;124;23-jul-95;07:39:00;10.1;3.28;10.39;0.84;13.91;0.01
18HU95016_385;38;43.92;-62.89;160735;104;23-jul-95;07:39:00;9.3;3.49;13.46;0.99;14.72;0.01
18HU95016_385;38;43.92;-62.89;160736;94;23-jul-95;07:39:00;8.4;3.91;10.95;0.94;13.53;0
18HU95016_385;38;43.92;-62.89;160737;84;23-jul-95;07:39:00;7.9;4.26;8.9;0.85;11.84;0.01
18HU95016_385;38;43.92;-62.89;160738;74;23-jul-95;07:39:00;6.8;4.75;7.82;0.85;11.31;0.1
18HU95016_385;38;43.92;-62.89;160739;64;23-jul-95;07:39:00;5.6;5.5;6.68;0.84;10.16;0.22
18HU95016_385;38;43.92;-62.89;160740;53;23-jul-95;07:39:00;4.1;6.42;3.99;0.64;6.36;0.41
18HU95016_385;38;43.92;-62.89;160741;44;23-jul-95;07:39:00;3.5;7.14;2.79;0.57;4;0.64
18HU95016_385;38;43.92;-62.89;160742;34;23-jul-95;07:39:00;3.8;7.71;1.31;0.41;0.85;0.57
18HU95016_385;38;43.92;-62.89;160743;23;23-jul-95;07:39:00;7.2;7.31;0.66;0.3;0.79;0.52
18HU95016_385;38;43.92;-62.89;160744;14;23-jul-95;07:39:00;14.9;5.65;0.68;0.21;0.05;0.24
18HU95016_385;38;43.92;-62.89;160745;5;23-jul-95;07:39:00;16.7;5.44;0.72;0.21;0;0.2
18HU95016_386;39;44.27;-63.32;160746;155;23-jul-95;15:51:00;8.8;3.13;18.49;1.23;17.79;0.02
18HU95016_386;39;44.27;-63.32;160747;145;23-jul-95;15:51:00;8.6;3.31;19.03;1.28;18.02;0.01
18HU95016_386;39;44.27;-63.32;160748;135;23-jul-95;15:51:00;8.1;3.52;18.19;1.24;17.36;0.02
18HU95016_386;39;44.27;-63.32;160749;125;23-jul-95;15:51:00;7.2;4.09;16.47;1.09;15.06;0.02
18HU95016_386;39;44.27;-63.32;160750;114;23-jul-95;15:51:00;6.1;4.54;14.94;1.08;13.41;0.03
18HU95016_386;39;44.27;-63.32;160751;104;23-jul-95;15:51:00;4.7;5.53;11.26;0.82;10.53;0.04
18HU95016_386;39;44.27;-63.32;160752;94;23-jul-95;15:51:00;3.3;6.21;8.04;0.77;8.23;0.07
18HU95016_386;39;44.27;-63.32;160753;84;23-jul-95;15:51:00;1.9;6.49;6.2;0.62;6.02;0.09
18HU95016_386;39;44.27;-63.32;160754;74;23-jul-95;15:51:00;1.2;6.59;6.8;0.64;6.67;0.05
18HU95016_386;39;44.27;-63.32;160755;64;23-jul-95;15:51:00;2.1;6.67;5.84;0.67;5.6;0.24
18HU95016_386;39;44.27;-63.32;160756;54;23-jul-95;15:51:00;2.6;6.83;4.18;0.59;4.15;0.34
18HU95016_386;39;44.27;-63.32;160757;44;23-jul-95;15:51:00;2.5;7.25;2.31;0.54;2.63;0.44
18HU95016_386;39;44.27;-63.32;160758;34;23-jul-95;15:51:00;3.5;7.5;0.97;0.36;0.52;0.77
18HU95016_386;39;44.27;-63.32;160759;24;23-jul-95;15:51:00;8.7;6.74;0.59;0.24;0;0.94
18HU95016_386;39;44.27;-63.32;160760;14;23-jul-95;15:51:00;13.9;5.55;0.5;0.19;0;0.3
18HU95016_386;39;44.27;-63.32;160761;5;23-jul-95;15:51:00;15.4;5.42;0.67;0.18;0;0.2
18HU95016_387;39;44.27;-63.32;160476;2;23-jul-95;00:00:00;15.7;NaN;0.15;0.64;0;0.2
18HU95016_387;39;44.27;-63.32;160477;30;23-jul-95;00:00:00;5.3;NaN;0.22;0.68;0;1.27
18HU95016_388;40;44.4;-63.44;160762;85;23-jul-95;15:51:00;1.1;7.31;4.26;0.46;3.42;0.13
18HU95016_388;40;44.4;-63.44;160763;74;23-jul-95;15:51:00;1.2;7.39;3.57;0.48;2.7;0.37
18HU95016_388;40;44.4;-63.44;160764;64;23-jul-95;15:51:00;1.4;7.45;3.39;0.45;2.38;0.24
18HU95016_388;40;44.4;-63.44;160765;54;23-jul-95;15:51:00;1.6;7.48;3.84;0.54;2.4;0.29
18HU95016_388;40;44.4;-63.44;160766;44;23-jul-95;15:51:00;2.2;7.55;3.08;0.41;1.59;0.29
18HU95016_388;40;44.4;-63.44;160767;34;23-jul-95;15:51:00;3;7.59;2.65;0.34;1.08;0.45
18HU95016_388;40;44.4;-63.44;160768;24;23-jul-95;15:51:00;4.4;7.54;2.44;0.34;0.75;0.46
18HU95016_388;40;44.4;-63.44;160769;14;23-jul-95;15:51:00;11.2;6.17;1.3;0.25;0;0.4
18HU95016_388;40;44.4;-63.44;160770;5;23-jul-95;15:51:00;14.2;5.86;0.6;0.17;0;0.32
