CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
18NA96002_058;CAST#1;46.0353;-60.7262;147435;140;26-apr-96;14:09:00;25.696;-0.1;8.105;6.955;0.165;0.615;3.845;NaN
18NA96002_058;CAST#1;46.0353;-60.7262;147436;100;26-apr-96;14:09:00;25.677;-0.095;8.147;7.33;0.167;0.703;3.74;NaN
18NA96002_058;CAST#1;46.0353;-60.7262;147437;75;26-apr-96;14:09:00;25.634;-0.068;8.239;5.35;0.1625;0.5495;3.16;NaN
18NA96002_058;CAST#1;46.0353;-60.7262;147438;40;26-apr-96;14:09:00;24.939;0.636;8.072;3.88;0.158;0.446;2.125;0.1602
18NA96002_058;CAST#1;46.0353;-60.7262;147439;7;26-apr-96;14:09:00;22.931;2.799;8.364;1.035;0.11;0.251;0.025;0.3204
18NA96002_069;CAST#1;46.2258;-60.3225;147440;7;26-apr-96;16:41:00;22.325;4.601;8.133;1.565;0.105;0.2335;0.04;0.3204
18NA96002_069;CAST#1;46.2258;-60.3225;147441;4;26-apr-96;16:41:00;22.315;4.704;8.111;1.29;0.0975;0.198;0;0.4005
18NA96002_069;CAST#1;46.2258;-60.3225;147442;1;26-apr-96;16:41:00;22.333;4.698;8.118;1.165;0.1055;0.214;0.025;0.4005
18NA96002_080;CAST#1;46.2197;-60.3682;147443;15;26-apr-96;17:09:00;22.404;3.843;8.211;1.46;0.11;0.309;0.05;0.3204
18NA96002_080;CAST#1;46.2197;-60.3682;147444;5;26-apr-96;17:09:00;22.291;4.195;8.177;1.045;0.1025;0.1925;0;0.4806
18NA96002_091;CAST#1;46.1792;-60.4078;147445;32;26-apr-96;17:35:00;24.796;0.772;7.018;11.035;0.2185;0.863;5.15;NaN
18NA96002_091;CAST#1;46.1792;-60.4078;147446;15;26-apr-96;17:35:00;22.733;3.272;8.265;1.32;0.43;0.1935;0.095;0.4005
18NA96002_091;CAST#1;46.1792;-60.4078;147447;5;26-apr-96;17:35:00;22.32;4.042;NaN;1.25;0.2055;0.2155;0.01;0.2403
18NA96002_091;CAST#1;46.1792;-60.4078;147448;1;26-apr-96;17:35:00;22.147;4.714;8.197;1.215;0.0785;0.182;0;0.2403
18NA96002_102;CAST#1;46.1427;-60.4995;147449;257;26-apr-96;18:25:00;25.592;0.165;4.699;25.99;0.0745;1.5055;12.565;NaN
18NA96002_102;CAST#1;46.1427;-60.4995;147450;200;26-apr-96;18:25:00;25.582;0.174;4.813;26.84;0.107;1.5535;13.725;NaN
18NA96002_102;CAST#1;46.1427;-60.4995;147451;150;26-apr-96;18:25:00;25.555;0.209;4.997;25.655;0.1035;1.428;13.535;NaN
18NA96002_102;CAST#1;46.1427;-60.4995;147452;100;26-apr-96;18:25:00;25.38;0.35;6.595;14.18;0.11;0.9125;8.56;NaN
18NA96002_102;CAST#1;46.1427;-60.4995;147453;50;26-apr-96;18:25:00;25.123;0.527;7.515;8.145;0.152;0.6505;5.31;0.0801
18NA96002_102;CAST#1;46.1427;-60.4995;147454;15;26-apr-96;18:25:00;22.747;3.143;8.355;0.995;0.0985;0.1575;0.12;0
18NA96002_102;CAST#1;46.1427;-60.4995;147455;5;26-apr-96;18:25:00;22.379;3.345;8.323;0.575;0.093;0.174;0.045;0.0801
18NA96002_102;CAST#1;46.1427;-60.4995;147456;1;26-apr-96;18:25:00;22.168;3.819;8.262;0.565;0.0955;0.163;0.03;0.1602
18NA96002_113;CAST#1;45.685;-60.8272;147406;14;25-apr-96;12:20:00;21.822;1.543;8.543;0.37;0.119;0.251;0.025;0.2403
18NA96002_113;CAST#1;45.685;-60.8272;147407;1;25-apr-96;12:20:00;21.122;3.334;8.292;0.325;0.128;0.195;0.025;0.2403
18NA96002_114;CAST#1;46.1325;-60.5447;147457;5;26-apr-96;19:30:00;22.584;3.662;8.298;0.93;0.096;0.17;0.06;0.3204
18NA96002_114;CAST#1;46.1325;-60.5447;147458;1;26-apr-96;19:30:00;22.364;4.212;8.275;0.755;0.0895;0.144;0.06;0.2403
18NA96002_127;CAST#1;46.0813;-60.6775;147459;10;27-apr-96;11:27:00;22.829;2.838;8.348;0.59;0.103;0.2035;0.105;0.4005
18NA96002_127;CAST#1;46.0813;-60.6775;147460;5;27-apr-96;11:27:00;22.631;3.05;8.315;0.925;0.0975;0.21;0.065;0
18NA96002_149;CAST#1;46.0862;-60.6842;147461;88;27-apr-96;11:49:00;26.287;-0.146;8.124;0.815;0.136;0.558;0.765;0.1602
18NA96002_149;CAST#1;46.0862;-60.6842;147462;46;27-apr-96;11:49:00;25.121;1.577;8.413;1.085;0.114;0.313;0.415;NaN
18NA96002_149;CAST#1;46.0862;-60.6842;147463;21;27-apr-96;11:49:00;24.28;2.054;8.363;0.845;0.103;0.2615;0.215;NaN
18NA96002_149;CAST#1;46.0862;-60.6842;147464;7;27-apr-96;11:49:00;22.715;3.095;8.352;0.805;0.098;0.1895;0.075;0.2403
18NA96002_149;CAST#1;46.0862;-60.6842;147465;1;27-apr-96;11:49:00;21.394;4.195;8.211;1.77;0.0935;0.1495;0.08;0.4806
18NA96002_171;CAST#1;46.096;-60.7075;147466;10;27-apr-96;12:24:00;22.786;2.808;8.339;0.66;0.097;0.225;0.09;0.3204
18NA96002_171;CAST#1;46.096;-60.7075;147467;5;27-apr-96;12:24:00;22.518;3.106;8.316;0.715;0.0995;0.234;0.07;0.2403
18NA96002_182;CAST#1;46.1348;-60.6045;147468;30;27-apr-96;13:05:00;26.383;1.327;8.495;0.585;0.1045;0.393;0.13;0.2403
18NA96002_182;CAST#1;46.1348;-60.6045;147469;7;27-apr-96;13:05:00;22.955;3.044;8.323;1.165;0.0885;0.274;0.085;0.4806
18NA96002_193;CAST#1;46.2907;-60.416;147470;12;27-apr-96;14:24:00;28.553;1.09;8.729;0.105;0.097;0.3765;0.07;0
18NA96002_193;CAST#1;46.2907;-60.416;147471;7;27-apr-96;14:24:00;24.966;2.631;8.404;0.67;0.092;0.3245;0.1;0.1602
18NA96002_193;CAST#1;46.2907;-60.416;147472;1;27-apr-96;14:24:00;24.131;3.239;8.298;1.22;0.096;0.2985;0.12;0.4005
18NA96002_204;CAST#1;46.244;-60.4853;147473;17;27-apr-96;15:31:00;28.076;1.205;8.646;0.335;0.1045;0.4425;0.14;0.1602
18NA96002_204;CAST#1;46.244;-60.4853;147474;7;27-apr-96;15:31:00;26.071;2.01;8.426;0.115;0.0855;0.337;0.12;0
18NA96002_204;CAST#1;46.244;-60.4853;147475;1;27-apr-96;15:31:00;23.86;3.36;8.3;0.355;0.0705;0.207;0.06;0.1602
18NA96002_215;CAST#1;46.2125;-60.5172;147476;79;27-apr-96;15:55:00;27.378;0.979;8.564;0.465;0.097;0.4055;0.22;0.0801
18NA96002_215;CAST#1;46.2125;-60.5172;147477;29;27-apr-96;15:55:00;26.677;1.362;8.482;0.495;0.0955;0.392;0.195;0.1602
18NA96002_215;CAST#1;46.2125;-60.5172;147478;1;27-apr-96;15:55:00;21.836;4.275;8.209;1.46;0.07;0.1435;0.06;0.4806
18NA96002_215;CAST#1;46.2125;-60.5172;147479;7;27-apr-96;15:55:00;22.804;3.643;8.274;0.99;0.0775;0.3535;0.06;0.2403
18NA96002_225;CAST#1;45.7013;-60.7907;147408;18;25-apr-96;12:50:00;21.848;1.442;8.474;0.24;0.1245;0.241;0.04;0.1602
18NA96002_225;CAST#1;45.7013;-60.7907;147409;5;25-apr-96;12:50:00;21.543;2.703;8.368;0.125;0.1115;0.184;0.05;0.3204
18NA96002_225;CAST#1;45.7013;-60.7907;147410;1;25-apr-96;12:50:00;21.332;3.191;8.323;0.075;0.1205;0.195;0.01;0.3204
18NA96002_226;CAST#1;46.0882;-60.7237;147480;17;27-apr-96;17:24:00;23.395;1.959;8.315;1.115;0.096;0.24;0.355;0.2403
18NA96002_226;CAST#1;46.0882;-60.7237;147481;5;27-apr-96;17:24:00;22.639;2.951;8.341;0.835;0.075;0.207;0.04;0.4806
18NA96002_226;CAST#1;46.0882;-60.7237;147482;1;27-apr-96;17:24:00;20.246;5.392;8.088;4.58;0.0735;0.1785;0.245;0.4806
18NA96002_237;CAST#1;46.1068;-60.7257;147483;11;27-apr-96;17:42:00;22.868;2.671;8.372;0.67;0.082;0.213;0.07;0.3204
18NA96002_237;CAST#1;46.1068;-60.7257;147484;5;27-apr-96;17:42:00;22.526;3.063;8.66;1.48;0.0795;0.2215;0.1;0
18NA96002_237;CAST#1;46.1068;-60.7257;147485;1;27-apr-96;17:42:00;20.414;5.433;8.121;2.575;0.068;0.2445;0.17;0
18NA96002_239;CAST#1;46.0675;-60.816;147486;11;27-apr-96;18:20:00;23.452;1.713;8.361;0.76;0.097;0.2595;0.215;0.4005
18NA96002_239;CAST#1;46.0675;-60.816;147487;5;27-apr-96;18:20:00;22.353;3.027;8.336;0.805;0.0725;0.2175;0.03;0.4005
18NA96002_239;CAST#1;46.0675;-60.816;147488;1;27-apr-96;18:20:00;20.799;4.712;8.136;6.695;0.069;0.164;0.54;0.0801
18NA96002_243;CAST#1;46.1245;-60.707;147489;20;28-apr-96;12:21:00;24.109;0.653;7.089;4.41;0.1535;0.6475;1.05;NaN
18NA96002_243;CAST#1;46.1245;-60.707;147490;5;28-apr-96;12:21:00;22.588;2.945;8.34;1.075;0.075;0.222;0.08;0.6408
18NA96002_243;CAST#1;46.1245;-60.707;147491;1;28-apr-96;12:21:00;22.322;3.418;8.281;11.905;0.3175;0.63;3.355;0
18NA96002_244;CAST#1;46.0728;-60.864;147492;8;28-apr-96;13:50:00;22.809;2.484;8.399;0.985;0.071;0.26;0.075;NaN
18NA96002_244;CAST#1;46.0728;-60.864;147493;4;28-apr-96;13:50:00;22.616;2.87;8.342;2.19;0.069;0.24;0.155;0.7209
18NA96002_247;CAST#1;46.0827;-60.8905;147494;4;28-apr-96;14:20:00;22.306;3.009;8.321;6.135;0.064;0.219;0.67;NaN
18NA96002_253;CAST#1;46.0537;-60.8963;147495;5;28-apr-96;14:47:00;22.427;2.947;8.341;1.25;0.068;0.225;0.07;NaN
18NA96002_253;CAST#1;46.0537;-60.8963;147496;1;28-apr-96;14:47:00;18.447;5.943;8.274;18.075;0.087;0.102;2.61;0.5607
18NA96002_257;CAST#1;46.0032;-60.9643;147497;7;28-apr-96;15:28:00;23.275;1.831;8.396;0.74;0.09;0.3165;0.06;0.5607
18NA96002_257;CAST#1;46.0032;-60.9643;147498;4;28-apr-96;15:28:00;22.353;2.985;8.266;1.02;NaN;0.305;0.105;NaN
18NA96002_257;CAST#1;46.0032;-60.9643;147499;1;28-apr-96;15:28:00;20.21;4.318;7.992;9.635;NaN;0.226;0.95;0.4806
18NA96002_261;CAST#1;45.946;-61.1235;147500;42;28-apr-96;16:37:00;23.056;2.941;0;42;NaN;12.11;0;NaN
18NA96002_261;CAST#1;45.946;-61.1235;147603;25;28-apr-96;16:37:00;23.053;3.2;0;38.08;NaN;10.35;0;NaN
18NA96002_261;CAST#1;45.946;-61.1235;147604;5;28-apr-96;16:37:00;18.312;6.173;7.857;3.37;NaN;0.361;0.195;0.1602
18NA96002_261;CAST#1;45.946;-61.1235;147605;1;28-apr-96;16:37:00;16.816;6.496;7.846;7.275;NaN;0.368;0.59;0.6408
18NA96002_263;CAST#1;45.9705;-61.0195;147606;32;28-apr-96;17:23:00;23.297;2.075;5.344;14.68;NaN;1.198;7.505;NaN
18NA96002_263;CAST#1;45.9705;-61.0195;147607;25;28-apr-96;17:23:00;23.27;2.051;5.694;15.2;NaN;1.2135;8.17;0.2403
18NA96002_263;CAST#1;45.9705;-61.0195;147608;5;28-apr-96;17:23:00;18.065;6.265;7.913;1.925;NaN;0.429;0.05;0.5607
18NA96002_263;CAST#1;45.9705;-61.0195;147609;1;28-apr-96;17:23:00;17.93;6.312;7.925;1.94;NaN;0.3465;0.015;0.8811
18NA96002_264;CAST#1;45.744;-60.8;147411;37;25-apr-96;13:30:00;21.94;1.043;8.446;0.2;0.1295;0.2795;0.055;NaN
18NA96002_264;CAST#1;45.744;-60.8;147412;15;25-apr-96;13:30:00;21.823;1.689;8.515;0.145;0.1235;0.2115;0;0.2403
18NA96002_264;CAST#1;45.744;-60.8;147413;5;25-apr-96;13:30:00;21.751;2.128;8.508;0.235;0.1165;0.212;0.035;0.3204
18NA96002_264;CAST#1;45.744;-60.8;147414;1;25-apr-96;13:30:00;21.746;2.199;8.516;0.005;0.1195;0.21;0;NaN
18NA96002_275;CAST#1;46.0478;-60.84;147610;11;29-apr-96;12:01:00;23.078;2.159;8.268;0.835;NaN;0.301;0.05;0.3204
18NA96002_275;CAST#1;46.0478;-60.84;147611;5;29-apr-96;12:01:00;22.773;2.437;8.243;2.76;NaN;0.2215;0.115;0.3204
18NA96002_275;CAST#1;46.0478;-60.84;147612;1;29-apr-96;12:01:00;18.239;6.452;8.055;10.985;NaN;0.1975;1.11;0.2403
18NA96002_276;CAST#1;46.072;-60.6442;147613;32;29-apr-96;13:42:00;24.779;0.994;8.074;3.92;NaN;0.5225;2.095;NaN
18NA96002_276;CAST#1;46.072;-60.6442;147614;7;29-apr-96;13:42:00;22.428;3.794;8.264;1.04;NaN;0.218;0;0.0801
18NA96002_278;CAST#1;46.055;-60.626;147615;122;29-apr-96;14:11:00;25.517;-0.043;8.139;5.475;NaN;0.5935;2.89;NaN
18NA96002_278;CAST#1;46.055;-60.626;147616;50;29-apr-96;14:11:00;25.067;0.632;7.824;5.785;NaN;0.6025;3.59;NaN
18NA96002_278;CAST#1;46.055;-60.626;147617;15;29-apr-96;14:11:00;23.4;2.133;8.292;1.37;NaN;0.2945;0.4;0.6408
18NA96002_278;CAST#1;46.055;-60.626;147618;5;29-apr-96;14:11:00;21.835;4.329;8.235;1.16;NaN;0.2675;0;0
18NA96002_278;CAST#1;46.055;-60.626;147619;1;29-apr-96;14:11:00;21.822;4.358;8.229;1.07;NaN;0.226;0.02;0
18NA96002_280;CAST#1;46.1113;-60.556;147620;222;29-apr-96;15:44:00;25.581;0.177;4.816;27.945;NaN;1.5965;14.485;NaN
18NA96002_280;CAST#1;46.1113;-60.556;147621;15;29-apr-96;15:44:00;23.19;2.676;8.226;1.305;NaN;0.2715;0.19;0
18NA96002_280;CAST#1;46.1113;-60.556;147622;5;29-apr-96;15:44:00;22.165;4.371;8.175;0.95;NaN;0.251;0.01;0.1602
18NA96002_280;CAST#1;46.1113;-60.556;147623;1;29-apr-96;15:44:00;22.168;4.373;8.181;0.815;NaN;0.233;0;0
18NA96002_281;CAST#1;45.9508;-60.8028;147624;25;30-apr-96;11:13:00;22.644;2.813;8.209;0.495;NaN;0.2215;0.145;0.4005
18NA96002_281;CAST#1;45.9508;-60.8028;147625;7;30-apr-96;11:13:00;21.811;3.535;8.38;0.04;NaN;0.194;0;0.4005
18NA96002_282;CAST#1;45.9225;-60.8308;147626;62;30-apr-96;11:37:00;23.568;1.367;7.983;3.46;NaN;0.463;1.245;NaN
18NA96002_282;CAST#1;45.9225;-60.8308;147627;30;30-apr-96;11:37:00;23.328;1.875;8.538;1.07;NaN;0.334;0.625;0.3204
18NA96002_282;CAST#1;45.9225;-60.8308;147628;5;30-apr-96;11:37:00;21.612;4.058;8.346;0.525;NaN;0.188;0.025;0.1602
18NA96002_282;CAST#1;45.9225;-60.8308;147629;1;30-apr-96;11:37:00;21.564;3.695;8.35;0;NaN;0.167;0.015;0
18NA96002_283;CAST#1;45.9163;-60.9625;147630;11;30-apr-96;12:21:00;22.119;2.783;8.477;0;NaN;0.2135;0.035;0
18NA96002_283;CAST#1;45.9163;-60.9625;147631;5;30-apr-96;12:21:00;21.761;3.396;8.325;0;NaN;0.1925;0.04;0.4806
18NA96002_283;CAST#1;45.9163;-60.9625;147632;1;30-apr-96;12:21:00;20.685;4.191;8.323;0.07;NaN;0.176;0.035;0
18NA96002_284;CAST#1;45.7278;-61.0968;147415;15;25-apr-96;15:40:00;21.742;1.562;8.255;0.61;0.1355;0.2625;0.08;0
18NA96002_284;CAST#1;45.7278;-61.0968;147416;5;25-apr-96;15:40:00;21.666;2.243;8.385;0.235;0.109;0.205;0;0
18NA96002_284;CAST#1;45.7278;-61.0968;147417;1;25-apr-96;15:40:00;21.663;2.346;8.39;0.23;0.111;0.2265;0.01;0
18NA96002_285;CAST#1;45.9012;-61.0562;147633;7;30-apr-96;13:15:00;21.88;2.427;8.608;0;NaN;0.2145;0.085;0.4806
18NA96002_285;CAST#1;45.9012;-61.0562;147634;1;30-apr-96;13:15:00;15.101;7.352;7.891;6.32;NaN;0.0975;0.045;0.1602
18NA96002_295;CAST#1;45.8727;-61.0723;147635;4;30-apr-96;13:57:00;21.49;3.029;8.536;0.995;NaN;0.178;0.055;0.4806
18NA96002_295;CAST#1;45.8727;-61.0723;147636;1;30-apr-96;13:57:00;14.783;8.215;7.963;9.375;NaN;0.1055;0.49;0.2403
18NA96002_296;CAST#1;45.8895;-60.9992;147637;3;30-apr-96;14:40:00;21.161;3.677;8.18;3.97;NaN;0.177;0.055;0.9612
18NA96002_296;CAST#1;45.8895;-60.9992;147638;1;30-apr-96;14:40:00;12.076;7.435;7.923;8.165;NaN;0.097;0.075;0.4005
18NA96002_297;CAST#1;45.8928;-60.9085;147639;15;30-apr-96;15:55:00;22.379;2.355;8.442;0.13;NaN;0.2295;0.065;0.0801
18NA96002_297;CAST#1;45.8928;-60.9085;147640;5;30-apr-96;15:55:00;21.365;3.845;8.337;0;NaN;0.175;0.045;0.2403
18NA96002_298;CAST#1;45.8665;-60.8392;147641;45;30-apr-96;16:24:00;22.124;0.957;8.227;1.245;NaN;0.3145;0.385;NaN
18NA96002_298;CAST#1;45.8665;-60.8392;147642;20;30-apr-96;16:24:00;21.722;2.868;8.435;0.105;NaN;0.2065;0.03;0.0801
18NA96002_298;CAST#1;45.8665;-60.8392;147643;5;30-apr-96;16:24:00;21.643;3.615;8.35;0.03;NaN;0.179;0.025;0
18NA96002_298;CAST#1;45.8665;-60.8392;147644;1;30-apr-96;16:24:00;21.633;3.856;8.281;0;NaN;0.149;0.025;0
18NA96002_299;CAST#1;45.8202;-60.8495;147645;112;30-apr-96;17:20:00;22.481;-0.109;8.246;6.155;NaN;0.483;1.92;NaN
18NA96002_299;CAST#1;45.8202;-60.8495;147646;70;30-apr-96;17:20:00;22.316;0.307;8.301;2.505;NaN;0.342;0.795;NaN
18NA96002_299;CAST#1;45.8202;-60.8495;147647;50;30-apr-96;17:20:00;22.152;0.89;8.329;0.785;NaN;0.3455;0.295;0.2403
18NA96002_299;CAST#1;45.8202;-60.8495;147648;15;30-apr-96;17:20:00;21.647;3.506;8.373;0.28;NaN;0.1805;0.13;0.8811
18NA96002_299;CAST#1;45.8202;-60.8495;147649;5;30-apr-96;17:20:00;21.629;3.681;8.386;0.065;NaN;0.1495;0.1;0
18NA96002_299;CAST#1;45.8202;-60.8495;147650;1;30-apr-96;17:20:00;21.612;3.905;8.315;0.06;NaN;0.1615;0.09;0
18NA96002_300;CAST#1;45.8492;-60.7648;147651;72;30-apr-96;18:05:00;22.273;0.208;8.225;2.8;NaN;0.34;0.865;NaN
18NA96002_300;CAST#1;45.8492;-60.7648;147652;50;30-apr-96;18:05:00;22.133;0.946;8.321;0.785;NaN;0.2945;0.365;NaN
18NA96002_300;CAST#1;45.8492;-60.7648;147653;25;30-apr-96;18:05:00;21.875;1.373;8.556;0.01;NaN;0.1875;0.09;0.4806
18NA96002_300;CAST#1;45.8492;-60.7648;147654;5;30-apr-96;18:05:00;21.563;3.853;8.312;0;NaN;0.1335;0.07;0.2403
18NA96002_300;CAST#1;45.8492;-60.7648;147655;1;30-apr-96;18:05:00;21.55;4.728;8.27;0.02;NaN;0.136;0.06;0
18NA96002_301;CAST#1;45.9145;-60.7563;147656;72;01-may-96;11:36:00;22.17;0.03;8.048;4.235;NaN;0.452;0.79;NaN
18NA96002_301;CAST#1;45.9145;-60.7563;147657;35;01-may-96;11:36:00;22.03;0.789;8.35;0.59;NaN;0.273;0.19;1.1214
18NA96002_301;CAST#1;45.9145;-60.7563;147658;5;01-may-96;11:36:00;21.583;4.261;8.355;0.21;NaN;0.11;0.06;0.1602
18NA96002_301;CAST#1;45.9145;-60.7563;147659;1;01-may-96;11:36:00;21.342;4.319;8.346;0.995;NaN;0.158;0.095;0.0801
18NA96002_302;CAST#1;45.9547;-60.5872;147660;5;01-may-96;13:38:00;21.377;4.463;8.508;0.5;NaN;0.161;0.03;0.1602
18NA96002_302;CAST#1;45.9547;-60.5872;147661;1;01-may-96;13:38:00;20.706;6.741;8.082;1.595;NaN;0.1495;0.06;0.1602
18NA96002_303;CAST#1;45.9685;-60.4773;147662;38;01-may-96;14:31:00;21.771;1.23;8.268;0.635;NaN;0.3055;0.11;0.8811
18NA96002_303;CAST#1;45.9685;-60.4773;147663;1;01-may-96;14:31:00;20.389;6.277;8.189;0.91;NaN;0.1305;0.03;0.1602
18NA96002_303;CAST#1;45.9685;-60.4773;147664;5;01-may-96;14:31:00;20.844;5.142;8.224;1.205;NaN;0.15;0.06;0.1602
18NA96002_304;CAST#1;45.7812;-61.0835;147418;35;25-apr-96;16:32:00;21.763;1.623;8.423;0.345;0.122;0.25;0.02;NaN
18NA96002_304;CAST#1;45.7812;-61.0835;147419;5;25-apr-96;16:32:00;21.641;2.787;8.473;0.235;0.1235;0.2065;0.01;0.1602
18NA96002_304;CAST#1;45.7812;-61.0835;147420;1;25-apr-96;16:32:00;21.643;2.805;8.483;0.125;0.124;0.203;0.04;NaN
18NA96002_305;CAST#1;46.0087;-60.4052;147665;7;01-may-96;15:25:00;21.063;4.219;8.456;0.195;NaN;0.1175;0.02;0.2403
18NA96002_305;CAST#1;46.0087;-60.4052;147666;1;01-may-96;15:25:00;19.745;5.71;8.264;1.79;NaN;0.1445;0.03;0.4005
18NA96002_306;CAST#1;45.904;-60.6112;147667;20;01-may-96;16:39:00;21.869;1.789;8.343;0.34;NaN;0.2285;0.02;0.5607
18NA96002_306;CAST#1;45.904;-60.6112;147668;5;01-may-96;16:39:00;21.354;4.601;8.303;0.29;NaN;0.144;0.01;0.2403
18NA96002_306;CAST#1;45.904;-60.6112;147669;1;01-may-96;16:39:00;21.32;4.651;8.28;0.24;NaN;0.1535;0.01;0.2403
18NA96002_308;CAST#1;45.8767;-60.6717;147670;25;01-may-96;17:16:00;21.886;1.74;8.39;0.145;NaN;0.159;0.01;0.6408
18NA96002_308;CAST#1;45.8767;-60.6717;147671;5;01-may-96;17:16:00;21.553;4.31;8.345;0.09;NaN;0.1125;0;0.2403
18NA96002_308;CAST#1;45.8767;-60.6717;147672;1;01-may-96;17:16:00;21.554;4.289;8.339;0.155;NaN;0.144;0;0.3204
18NA96002_315;CAST#1;45.7835;-61.0097;147421;46;25-apr-96;17:09:00;21.847;1.51;8.453;0.205;0.117;0.218;0;NaN
18NA96002_315;CAST#1;45.7835;-61.0097;147422;11;25-apr-96;17:09:00;21.673;2.903;8.422;0.445;0.1235;0.1885;0.02;0.0801
18NA96002_315;CAST#1;45.7835;-61.0097;147423;1;25-apr-96;17:09:00;21.668;3.423;8.403;0.065;0.1155;0.192;0;0
18NA96002_326;CAST#1;45.9835;-60.7672;147424;22;25-apr-96;19:11:00;24.349;0.85;8.101;3.59;0.186;0.438;1.835;0.1602
18NA96002_326;CAST#1;45.9835;-60.7672;147425;4;25-apr-96;19:11:00;22.571;2.852;8.294;0.735;0.1255;0.1965;0.22;0.3204
18NA96002_339;CAST#1;46.0235;-60.765;147426;17;26-apr-96;11:44:00;24.186;1.043;8.137;3.27;0.1825;0.418;1.49;0.8811
18NA96002_339;CAST#1;46.0235;-60.765;147427;7;26-apr-96;11:44:00;22.853;2.875;8.382;0.685;0.1195;0.1975;0.01;0.4005
