CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo
18TL03004_010;S27-03;47.63;-52.12;256722;151;04-may-03;03:29:00;152.18;33.107;347.8536;-0.861;5.97;0.92;6.9;NaN
18TL03004_010;S27-03;47.63;-52.12;256723;100;04-may-03;03:29:00;100.41;32.795;364.1097;-1.62;7.17;1.11;6.82;0.52
18TL03004_010;S27-03;47.63;-52.12;256724;76;04-may-03;03:29:00;76.17;32.729;369.3795;-1.518;7.25;0.98;6.84;0.78
18TL03004_010;S27-03;47.63;-52.12;256725;50;04-may-03;03:29:00;49.98;32.709;372.6397;-1.442;6.19;0.96;6.37;0.92
18TL03004_010;S27-03;47.63;-52.12;256726;39;04-may-03;03:29:00;39.67;32.701;385.8589;-0.935;6.16;1.01;4.23;7.17
18TL03004_010;S27-03;47.63;-52.12;256727;29;04-may-03;03:29:00;29.63;32.679;409.4839;-0.067;3.34;0.64;0.19;2.94
18TL03004_010;S27-03;47.63;-52.12;256728;20;04-may-03;03:29:00;19.78;32.651;408.68;0.152;3.22;0.6;0.79;6.91
18TL03004_010;S27-03;47.63;-52.12;256729;9;04-may-03;03:29:00;9.54;32.642;407.9208;0.222;3.22;0.55;0.48;6.76
18TL03004_010;S27-03;47.63;-52.12;256730;5;04-may-03;03:29:00;4.54;32.64;407.0276;0.238;3.01;0.46;0.15;6.73
18TL03004_011;S27-02;47.58;-52.35;256731;161;04-may-03;05:11:00;162.51;32.969;342.8071;-1.158;NaN;NaN;NaN;NaN
18TL03004_012;STN27;47.5467;-52.5867;256732;169;04-may-03;08:36:00;170.07;32.858;354.9545;-1.479;8.45;1.01;7.39;NaN
18TL03004_012;STN27;47.5467;-52.5867;256733;150;04-may-03;08:36:00;151.06;32.837;358.3486;-1.532;6.74;0.92;6.18;NaN
18TL03004_012;STN27;47.5467;-52.5867;256734;100;04-may-03;08:36:00;100.64;32.746;373.1309;-1.447;5.59;0.94;6.31;0.7
18TL03004_012;STN27;47.5467;-52.5867;256735;74;04-may-03;08:36:00;74.91;32.737;375.7212;-1.387;1.27;0.3;0.14;2.57
18TL03004_012;STN27;47.5467;-52.5867;256736;49;04-may-03;08:36:00;49.63;32.729;381.2144;-1.213;5.09;0.9;5.16;1.29
18TL03004_012;STN27;47.5467;-52.5867;256737;39;04-may-03;08:36:00;39.4;32.716;377.7309;-1.111;4.52;0.81;5.02;1.3
18TL03004_012;STN27;47.5467;-52.5867;256738;29;04-may-03;08:36:00;29.73;32.636;405.9557;0.049;1.28;0.46;0.16;6.91
18TL03004_012;STN27;47.5467;-52.5867;256739;20;04-may-03;08:36:00;19.85;32.615;410.779;0.194;1.3;0.41;0.22;6.18
18TL03004_012;STN27;47.5467;-52.5867;256740;10;04-may-03;08:36:00;9.75;32.387;406.715;1.212;1.31;0.34;0;2.54
18TL03004_012;STN27;47.5467;-52.5867;256741;5;04-may-03;08:36:00;5.06;32.382;405.4198;1.225;1.14;0.34;0.08;2.49
18TL03004_014;SEGB-10;44.3633;-51.1033;256133;67;20-apr-03;20:59:00;67.81;32.814;362.0107;0.827;NaN;NaN;NaN;NaN
18TL03004_025;SEGB-11;44;-50.8083;256134;66;20-apr-03;23:12:00;66.37;32.851;371.3445;1.034;2.94;0.87;3.32;3.01
18TL03004_025;SEGB-11;44;-50.8083;256135;50;20-apr-03;23:12:00;50.03;32.85;207.3992;1.031;3.03;0.62;2.85;2.9
18TL03004_025;SEGB-11;44;-50.8083;256136;40;20-apr-03;23:12:00;40.3;32.849;189.6693;1.028;4.03;0.82;3.16;2.56
18TL03004_025;SEGB-11;44;-50.8083;256137;30;20-apr-03;23:12:00;30.08;32.853;186.6771;1.019;4.23;0.73;3.28;2.32
18TL03004_025;SEGB-11;44;-50.8083;256138;20;20-apr-03;23:12:00;19.88;32.847;187.0791;1.022;4.03;0.71;3.24;2.54
18TL03004_025;SEGB-11;44;-50.8083;256139;10;20-apr-03;23:12:00;9.91;32.533;180.2461;1.464;3.72;0.56;1.54;1.86
18TL03004_025;SEGB-11;44;-50.8083;256140;5;20-apr-03;23:12:00;4.97;32.612;175.3783;1.571;3.55;0.84;1.62;1.88
18TL03004_036;SEGB-12;43.6333;-50.5167;256141;65;21-apr-03;02:01:00;65.76;32.893;375.4979;1.338;3.34;0.75;2.04;3.73
18TL03004_036;SEGB-12;43.6333;-50.5167;256142;49;21-apr-03;02:01:00;49.71;32.895;376.7484;1.341;3.88;0.94;1.8;3.76
18TL03004_036;SEGB-12;43.6333;-50.5167;256143;40;21-apr-03;02:01:00;39.93;32.893;375.7212;1.338;3.32;0.53;2.32;4.08
18TL03004_036;SEGB-12;43.6333;-50.5167;256144;30;21-apr-03;02:01:00;30.27;32.89;375.8998;1.342;3.19;0.62;1.89;3.54
18TL03004_036;SEGB-12;43.6333;-50.5167;256145;20;21-apr-03;02:01:00;19.98;32.865;380.9911;1.657;3.56;0.85;2.52;2.36
18TL03004_036;SEGB-12;43.6333;-50.5167;256146;10;21-apr-03;02:01:00;10.05;32.86;378.6687;1.695;3.58;0.87;2.96;2.13
18TL03004_036;SEGB-12;43.6333;-50.5167;256147;5;21-apr-03;02:01:00;5.16;32.86;378.8921;1.695;3.38;0.87;2.8;1.96
18TL03004_047;SEGB-13;43.2;-50.1667;256148;63;21-apr-03;05:04:00;63.49;33.198;364.6456;0.099;2.65;0.84;5.89;4.6
18TL03004_047;SEGB-13;43.2;-50.1667;256149;50;21-apr-03;05:04:00;50.54;33.198;365.0029;0.119;2.53;0.84;4.15;4.89
18TL03004_047;SEGB-13;43.2;-50.1667;256150;40;21-apr-03;05:04:00;40.47;33.099;389.923;0.517;1.18;0.33;0.28;6.38
18TL03004_047;SEGB-13;43.2;-50.1667;256151;30;21-apr-03;05:04:00;30.69;33.093;394.9249;0.492;1.08;0.39;0;4.65
18TL03004_047;SEGB-13;43.2;-50.1667;256152;21;21-apr-03;05:04:00;20.88;33.09;409.0819;0.648;1.7;0.26;0.27;5.55
18TL03004_047;SEGB-13;43.2;-50.1667;256153;11;21-apr-03;05:04:00;10.81;33.1;398.0063;1.252;1.2;0.27;0;1.83
18TL03004_047;SEGB-13;43.2;-50.1667;256154;5;21-apr-03;05:04:00;5;33.101;397.5151;1.262;1.96;0.38;0;1.68
18TL03004_058;SEGB-14;42.92;-49.9417;256155;165;21-apr-03;07:08:00;166.72;33.387;343.477;-0.538;NaN;NaN;NaN;NaN
18TL03004_069;SEGB-15;42.85;-49.8867;256156;394;21-apr-03;07:51:00;397.07;34.539;302.7474;2.87;8.67;1.51;14.14;NaN
18TL03004_069;SEGB-15;42.85;-49.8867;256157;149;21-apr-03;07:51:00;150.12;33.685;328.2034;0.614;8.23;1.09;10.1;NaN
18TL03004_069;SEGB-15;42.85;-49.8867;256158;100;21-apr-03;07:51:00;100.31;33.403;339.6363;-0.402;8.35;1.15;9.4;0.1
18TL03004_069;SEGB-15;42.85;-49.8867;256159;75;21-apr-03;07:51:00;75.8;33.32;345.6653;-0.774;7.43;1.17;8.75;0.08
18TL03004_069;SEGB-15;42.85;-49.8867;256160;50;21-apr-03;07:51:00;50.35;33.162;355.7584;-1.141;6.98;1.25;8.24;0.24
18TL03004_069;SEGB-15;42.85;-49.8867;256161;41;21-apr-03;07:51:00;41.03;32.957;368.799;-1.113;6.06;0.88;6.98;3.05
18TL03004_069;SEGB-15;42.85;-49.8867;256162;30;21-apr-03;07:51:00;30.55;32.895;375.6765;-0.972;5.48;0.99;7.36;1.06
18TL03004_069;SEGB-15;42.85;-49.8867;256163;20;21-apr-03;07:51:00;19.7;32.873;378.6241;-0.986;4.06;0.82;6.01;1.42
18TL03004_069;SEGB-15;42.85;-49.8867;256164;9;21-apr-03;07:51:00;9.35;32.862;375.0067;-0.732;4.25;1.03;6.16;1.43
18TL03004_069;SEGB-15;42.85;-49.8867;256165;5;21-apr-03;07:51:00;5.54;32.861;375.8998;-0.721;4.39;1.04;5.88;1.17
18TL03004_080;SEGB-16;42.775;-49.8283;256166;1472;21-apr-03;09:26:00;1478.71;34.864;293.9495;3.505;NaN;NaN;NaN;NaN
18TL03004_091;SEGB-17;42.5883;-49.6833;256167;1463;21-apr-03;12:11:00;1469.39;34.931;278.7206;3.731;8.7;1.49;15.2;NaN
18TL03004_091;SEGB-17;42.5883;-49.6833;256168;149;21-apr-03;12:11:00;150.15;34.44;312.9298;2.747;7.13;1.81;13.73;NaN
18TL03004_091;SEGB-17;42.5883;-49.6833;256169;100;21-apr-03;12:11:00;100.37;34.211;326.7743;2.224;6.75;1.52;12.15;0.28
18TL03004_091;SEGB-17;42.5883;-49.6833;256170;74;21-apr-03;12:11:00;74.98;33.894;342.6731;2.123;5.2;1.33;8.86;1.19
18TL03004_091;SEGB-17;42.5883;-49.6833;256171;50;21-apr-03;12:11:00;49.96;33.771;349.1934;2.37;4.22;1.18;7.35;1.33
18TL03004_091;SEGB-17;42.5883;-49.6833;256172;40;21-apr-03;12:11:00;39.99;33.721;350.7119;2.548;3.95;1.03;6.68;1.47
18TL03004_091;SEGB-17;42.5883;-49.6833;256173;30;21-apr-03;12:11:00;29.78;33.674;353.6147;2.718;3.37;0.84;5.71;1.59
18TL03004_091;SEGB-17;42.5883;-49.6833;256174;20;21-apr-03;12:11:00;20.11;33.668;354.24;2.753;4.59;1.13;6.56;1.61
18TL03004_091;SEGB-17;42.5883;-49.6833;256175;10;21-apr-03;12:11:00;10.1;33.662;355.3118;2.849;3.04;0.68;4.81;1.58
18TL03004_091;SEGB-17;42.5883;-49.6833;256176;5;21-apr-03;12:11:00;5.05;33.659;355.1778;2.873;3.7;0.8;5.56;1.57
18TL03004_102;SEGB-18;42.395;-49.5183;256177;1501;21-apr-03;15:49:00;1507.35;34.93;280.1943;3.587;NaN;NaN;NaN;NaN
18TL03004_113;SEGB-01;46.5833;-52.9333;256091;50;20-apr-03;03:49:00;50.78;32.694;383.7153;-1.239;4.37;0.91;4.15;1.77
18TL03004_113;SEGB-01;46.5833;-52.9333;256092;39;20-apr-03;03:49:00;39.68;32.695;384.0726;-1.231;4.23;0.89;4.05;2.23
18TL03004_113;SEGB-01;46.5833;-52.9333;256093;30;20-apr-03;03:49:00;29.99;32.696;384.0726;-1.229;4.58;0.81;4.04;2.51
18TL03004_113;SEGB-01;46.5833;-52.9333;256094;19;20-apr-03;03:49:00;19.46;32.691;387.1541;-1.113;4.74;0.83;3.52;2.72
18TL03004_113;SEGB-01;46.5833;-52.9333;256095;10;20-apr-03;03:49:00;10.13;32.669;393.6297;-0.97;4.64;0.76;2.82;3.36
18TL03004_113;SEGB-01;46.5833;-52.9333;256096;5;20-apr-03;03:49:00;4.62;32.668;393.8083;-0.963;3.44;0.86;3.88;3.43
18TL03004_114;SEGB-19;42.0817;-49.27;256178;1475;21-apr-03;18:44:00;1481.61;34.916;283.0525;3.545;9.45;1.77;15.78;NaN
18TL03004_114;SEGB-19;42.0817;-49.27;256179;149;21-apr-03;18:44:00;150.35;35.197;245.8511;11.218;4.17;1.1;10.94;NaN
18TL03004_114;SEGB-19;42.0817;-49.27;256180;99;21-apr-03;18:44:00;100.04;35.273;248.9326;11.687;3.83;1.17;9.45;0.13
18TL03004_114;SEGB-19;42.0817;-49.27;256181;75;21-apr-03;18:44:00;75.46;35.216;257.8645;11.594;3.05;0.91;7.82;0.22
18TL03004_114;SEGB-19;42.0817;-49.27;256182;50;21-apr-03;18:44:00;50.2;35.313;264.5634;12.367;2.08;0.61;5.4;NaN
18TL03004_114;SEGB-19;42.0817;-49.27;256183;40;21-apr-03;18:44:00;40.11;35.274;266.9751;12.232;2.21;0.94;5.28;0.58
18TL03004_114;SEGB-19;42.0817;-49.27;256184;30;21-apr-03;18:44:00;30.39;35.205;272.0216;11.994;1.8;0.5;4.45;0.84
18TL03004_114;SEGB-19;42.0817;-49.27;256185;20;21-apr-03;18:44:00;20.22;35.11;277.5148;11.649;2.1;1;4.84;1.3
18TL03004_114;SEGB-19;42.0817;-49.27;256186;10;21-apr-03;18:44:00;9.84;34.371;307.392;9.074;2.06;0.63;3.48;1.66
18TL03004_114;SEGB-19;42.0817;-49.27;256187;5;21-apr-03;18:44:00;4.68;34.247;312.3046;8.636;2.43;1.07;3.25;1.13
18TL03004_127;SEGB-20;41.7;-48.95;256188;1510;21-apr-03;23:15:00;1516.58;34.93;280.0157;3.655;NaN;NaN;NaN;NaN
18TL03004_225;SEGB-02;46.5;-52.85;256097;177;20-apr-03;05:02:00;178.18;32.843;369.6028;-1.513;NaN;NaN;NaN;NaN
18TL03004_264;SEGB-03;46.35;-52.7333;256098;166;20-apr-03;06:14:00;167.1;33.14;358.2146;-0.989;5.7;1.3;10.22;NaN
18TL03004_264;SEGB-03;46.35;-52.7333;256099;149;20-apr-03;06:14:00;150.09;32.977;364.0651;-1.394;5.71;1.27;7.62;NaN
18TL03004_264;SEGB-03;46.35;-52.7333;256100;100;20-apr-03;06:14:00;100.97;32.946;365.5835;-1.468;5.3;1.05;10.79;0.49
18TL03004_264;SEGB-03;46.35;-52.7333;256101;75;20-apr-03;06:14:00;75.81;32.911;367.7271;-1.464;5.08;1.31;7.09;0.69
18TL03004_264;SEGB-03;46.35;-52.7333;256102;50;20-apr-03;06:14:00;50.05;32.775;382.4648;-1.169;3.69;0.68;5.32;1.48
18TL03004_264;SEGB-03;46.35;-52.7333;256103;40;20-apr-03;06:14:00;40.56;32.774;383.492;-1.162;3.78;1.06;5.76;1.23
18TL03004_264;SEGB-03;46.35;-52.7333;256104;31;20-apr-03;06:14:00;30.98;32.774;384.9211;-1.152;3.65;1.01;5.31;1.23
18TL03004_264;SEGB-03;46.35;-52.7333;256105;19;20-apr-03;06:14:00;19.66;32.775;385.6357;-1.086;3.71;0.79;5.21;1.46
18TL03004_264;SEGB-03;46.35;-52.7333;256106;10;20-apr-03;06:14:00;10.57;32.775;385.7696;-0.981;4.17;1.04;5.4;1.46
18TL03004_264;SEGB-03;46.35;-52.7333;256107;4;20-apr-03;06:14:00;4.37;32.775;385.5463;-0.977;3.5;0.9;4.76;1.29
18TL03004_278;FC-12;47;-48.1167;256310;160;25-apr-03;16:00:00;161.58;33.265;335.4383;-0.193;NaN;NaN;NaN;NaN
18TL03004_278;FC-12;47;-48.1167;256311;130;25-apr-03;16:00:00;131.11;33.27;342.2712;-0.82;7.87;1.22;8.7;NaN
18TL03004_278;FC-12;47;-48.1167;256312;100;25-apr-03;16:00:00;101.25;33.177;357.8127;-0.959;6.45;1.36;7.59;0.51
18TL03004_278;FC-12;47;-48.1167;256313;76;25-apr-03;16:00:00;76.13;32.919;387.5114;-0.72;1.15;0.72;4.19;2.24
18TL03004_278;FC-12;47;-48.1167;256314;50;25-apr-03;16:00:00;50.85;32.888;400.9092;-0.432;1.23;0.46;3.27;1.94
18TL03004_278;FC-12;47;-48.1167;256315;41;25-apr-03;16:00:00;41.17;32.889;402.4723;-0.257;1.19;0.78;3.21;1.61
18TL03004_278;FC-12;47;-48.1167;256316;31;25-apr-03;16:00:00;30.92;32.85;393.4957;-0.542;3.2;0.93;4.22;1.42
18TL03004_278;FC-12;47;-48.1167;256317;21;25-apr-03;16:00:00;21.17;32.815;389.2084;-0.877;2.01;0.97;5.32;1.11
18TL03004_278;FC-12;47;-48.1167;256318;9;25-apr-03;16:00:00;9.3;32.768;386.4395;0.279;2.38;0.71;4.81;1.56
18TL03004_278;FC-12;47;-48.1167;256319;6;25-apr-03;16:00:00;6.24;32.769;386.8861;0.191;2.27;0.75;4.37;0.47
18TL03004_279;FC-11;47;-48.6167;256320;100;25-apr-03;18:13:00;101.02;33.248;344.6828;-0.77;NaN;NaN;NaN;NaN
18TL03004_280;FC-10;47;-49.1167;256321;75;25-apr-03;20:06:00;76;33.164;363.1272;-0.515;1.71;0.84;5.4;1.36
18TL03004_280;FC-10;47;-49.1167;256322;48;25-apr-03;20:06:00;48.42;33.16;365.8514;-0.507;1.34;0.87;5.02;3.07
18TL03004_280;FC-10;47;-49.1167;256323;41;25-apr-03;20:06:00;40.93;33.086;385.9036;-0.492;1.28;0.64;3.83;3.1
18TL03004_280;FC-10;47;-49.1167;256324;31;25-apr-03;20:06:00;31.24;32.924;402.6063;-0.323;1.04;0.42;2.44;3.58
18TL03004_280;FC-10;47;-49.1167;256325;21;25-apr-03;20:06:00;20.91;32.922;406.8936;-0.108;1.15;0.25;1.54;2.78
18TL03004_280;FC-10;47;-49.1167;256326;10;25-apr-03;20:06:00;10.05;32.908;400.4179;0.264;NaN;NaN;NaN;NaN
18TL03004_280;FC-10;47;-49.1167;256327;6;25-apr-03;20:06:00;5.55;32.949;397.3811;1.069;1.21;0.53;1.95;1.51
18TL03004_281;FC-09;47;-50;256328;75;25-apr-03;23:30:00;75.87;33.139;357.8574;-0.866;5.55;1.49;7.63;1.21
18TL03004_281;FC-09;47;-50;256329;50;25-apr-03;23:30:00;50.26;33.055;403.5442;-0.511;1.28;0.65;0.9;7.02
18TL03004_281;FC-09;47;-50;256330;40;25-apr-03;23:30:00;40.51;32.993;418.907;-0.464;1.43;0.56;0.56;8.77
18TL03004_281;FC-09;47;-50;256331;31;25-apr-03;23:30:00;31.2;32.963;447.7125;-0.527;1.07;0.49;0.88;4.58
18TL03004_281;FC-09;47;-50;256332;20;25-apr-03;23:30:00;20.29;32.953;444.3184;0.44;1.22;0.5;0.5;4.01
18TL03004_281;FC-09;47;-50;256333;10;25-apr-03;23:30:00;10.5;32.971;433.5107;1.051;1.18;0.29;0.22;2.81
18TL03004_281;FC-09;47;-50;256334;5;25-apr-03;23:30:00;5.16;32.972;432.6176;1.094;1.09;0.46;0.71;3.04
18TL03004_282;FC-08;47;-50.6667;256335;168;26-apr-03;02:20:00;169.17;33.215;346.6478;-0.827;NaN;NaN;NaN;NaN
18TL03004_283;FC-07;47;-51;256336;100;26-apr-03;03:43:00;100.43;33.188;341.6459;-0.756;8.39;1.14;8.72;0.6
18TL03004_283;FC-07;47;-51;256337;74;26-apr-03;03:43:00;74.59;33.099;353.5254;-1.006;6.11;1.28;9;1.98
18TL03004_283;FC-07;47;-51;256338;49;26-apr-03;03:43:00;49.44;32.856;386.3502;-1.034;1.61;0.85;4.2;2.83
18TL03004_283;FC-07;47;-51;256339;39;26-apr-03;03:43:00;39.57;32.84;391.2627;-1.06;2.15;0.83;4.47;2.58
18TL03004_283;FC-07;47;-51;256340;30;26-apr-03;03:43:00;29.95;32.827;394.9695;-0.879;2.29;0.93;4.17;2.33
18TL03004_283;FC-07;47;-51;256341;20;26-apr-03;03:43:00;20.01;32.83;397.3365;-0.33;2.08;0.68;3.4;1.91
18TL03004_283;FC-07;47;-51;256342;10;26-apr-03;03:43:00;9.66;32.838;395.6394;0.035;1.89;0.39;3.1;1.51
18TL03004_283;FC-07;47;-51;256343;4;26-apr-03;03:43:00;4.4;32.838;396.2199;0.039;2.17;0.44;3.43;1.65
18TL03004_284;SEGB-04;46.2083;-52.6083;256108;122;20-apr-03;08:07:00;122.63;33.148;359.3758;-0.989;NaN;NaN;NaN;NaN
18TL03004_285;FC-06;47;-51.4833;256344;95;26-apr-03;05:59:00;95.51;33.109;350.8011;-0.99;NaN;NaN;NaN;NaN
18TL03004_295;FC-05;47;-52.0333;256345;133;26-apr-03;07:55:00;134.12;33.16;337.1353;-0.646;9.63;1.33;9.01;NaN
18TL03004_295;FC-05;47;-52.0333;256346;100;26-apr-03;07:55:00;100.43;32.879;364.467;-1.662;5.98;0.96;7.58;0.5
18TL03004_295;FC-05;47;-52.0333;256347;75;26-apr-03;07:55:00;75.67;32.815;365.1815;-1.637;5.75;1.14;7.23;0.51
18TL03004_295;FC-05;47;-52.0333;256348;50;26-apr-03;07:55:00;50;32.759;381.527;-1.299;3.84;0.71;5.51;1.56
18TL03004_295;FC-05;47;-52.0333;256349;40;26-apr-03;07:55:00;40.06;32.76;389.9677;-1.143;3.67;0.72;4.88;1.33
18TL03004_295;FC-05;47;-52.0333;256350;29;26-apr-03;07:55:00;28.9;32.772;387.3773;-0.421;3.57;0.97;5.02;1.16
18TL03004_295;FC-05;47;-52.0333;256351;20;26-apr-03;07:55:00;20.31;32.774;386.3055;-0.318;3.24;0.84;4.88;1.15
