CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
18TL00007_069;FC-10;47;-49.1167;221635;76;16-jul-00;08:37:00;76.86;307.2581;8.11;2.21;8.25;0.12;0.08
18TL00007_069;FC-10;47;-49.1167;221636;50;16-jul-00;08:37:00;50.4;405.5092;0.34;1.05;0;0.57;0.58
18TL00007_069;FC-10;47;-49.1167;221637;40;16-jul-00;08:37:00;40.04;402.8296;0.29;1.02;0;0.35;0.33
18TL00007_069;FC-10;47;-49.1167;221638;30;16-jul-00;08:37:00;30.25;384.5191;0.44;0.91;0;0.34;0.33
18TL00007_069;FC-10;47;-49.1167;221639;20;16-jul-00;08:37:00;20.09;374.2474;0.21;0.93;0;0.2;0.16
18TL00007_069;FC-10;47;-49.1167;221640;10;16-jul-00;08:37:00;10.47;330.0344;0.61;1.07;0;0.16;0.15
18TL00007_069;FC-10;47;-49.1167;221641;5;16-jul-00;08:37:00;5.23;317.9763;0.48;1.16;0.03;0.15;0.15
18TL00007_080;FC-11;47;-48.6167;221642;99;16-jul-00;11:34:00;99.64;288.9476;NaN;NaN;NaN;NaN;NaN
18TL00007_091;FC-12;47;-48.1167;221643;128;16-jul-00;13:52:00;129.07;304.1319;13.05;2.14;9.34;NaN;NaN
18TL00007_091;FC-12;47;-48.1167;221644;75;16-jul-00;13:52:00;75.41;351.0244;3.25;1.83;6.93;0.41;0.4
18TL00007_091;FC-12;47;-48.1167;221645;102;16-jul-00;13:52:00;102.51;345.2187;6.43;1.82;8.23;0.07;0.05
18TL00007_091;FC-12;47;-48.1167;221646;51;16-jul-00;13:52:00;51.47;380.9464;0.71;1.73;2.83;0.85;0.76
18TL00007_091;FC-12;47;-48.1167;221647;41;16-jul-00;13:52:00;41.4;408.1888;0.3;0.99;0;0.24;0.21
18TL00007_091;FC-12;47;-48.1167;221648;31;16-jul-00;13:52:00;30.98;400.15;0.38;0.98;0;0.17;0.14
18TL00007_091;FC-12;47;-48.1167;221649;20;16-jul-00;13:52:00;20.52;380.4998;0.45;1.07;0;0.15;0.12
18TL00007_091;FC-12;47;-48.1167;221650;11;16-jul-00;13:52:00;11.24;334.947;0.67;0.94;0;0.14;0.11
18TL00007_091;FC-12;47;-48.1167;221651;6;16-jul-00;13:52:00;5.77;325.5685;0.3;0.97;0;0.13;0.1
18TL00007_123;STN27;47.5467;-52.5867;222201;169;30-jul-00;08:38:00;170.24;298.7727;16.64;1.42;10.04;NaN;NaN
18TL00007_123;STN27;47.5467;-52.5867;222202;149;30-jul-00;08:38:00;150.09;334.947;10.11;1.13;8.84;NaN;NaN
18TL00007_123;STN27;47.5467;-52.5867;222203;99;30-jul-00;08:38:00;99.53;354.1506;4.45;0.84;5.31;0.04;0.04
18TL00007_123;STN27;47.5467;-52.5867;222204;74;30-jul-00;08:38:00;74.76;360.8495;3.33;0.97;5.36;0.37;0.03
18TL00007_123;STN27;47.5467;-52.5867;222205;49;30-jul-00;08:38:00;49.71;374.2474;1.19;0.67;2.58;0.65;0.34
18TL00007_123;STN27;47.5467;-52.5867;222206;39;30-jul-00;08:38:00;39.75;378.7134;1.06;0.6;1.94;1.12;0.54
18TL00007_123;STN27;47.5467;-52.5867;222207;30;30-jul-00;08:38:00;30.35;388.9851;0.82;0.63;1.49;1.32;0.97
18TL00007_123;STN27;47.5467;-52.5867;222208;20;30-jul-00;08:38:00;20.11;400.5966;0.33;0.37;0.17;0.97;1.14
18TL00007_123;STN27;47.5467;-52.5867;222209;10;30-jul-00;08:38:00;10.04;384.0726;0;0.24;0;1.59;0.83
18TL00007_123;STN27;47.5467;-52.5867;222210;5;30-jul-00;08:38:00;4.54;339.413;0;0.29;0;NaN;1.38
18TL00007_264;FC-01;47;-52.8317;221482;91;15-jul-00;05:12:00;91.63;355.937;2.98;1.29;4.83;NaN;NaN
18TL00007_264;FC-01;47;-52.8317;221483;75;15-jul-00;05:12:00;75.7;362.636;2.5;1.25;4.25;0.11;0.09
18TL00007_264;FC-01;47;-52.8317;221484;51;15-jul-00;05:12:00;51.6;371.1213;1.23;1.13;2.84;0.24;0.28
18TL00007_264;FC-01;47;-52.8317;221485;40;15-jul-00;05:12:00;40.65;373.8008;1.09;1.08;2.45;0.3;0.3
18TL00007_264;FC-01;47;-52.8317;221486;31;15-jul-00;05:12:00;31.29;379.6066;0.79;1.04;1.54;0.47;0.46
18TL00007_264;FC-01;47;-52.8317;221487;20;15-jul-00;05:12:00;20.52;389.4317;0.38;0.59;0.05;0.44;0.41
18TL00007_264;FC-01;47;-52.8317;221488;10;15-jul-00;05:12:00;9.81;357.2768;0.23;0.52;0.05;0.57;0.46
18TL00007_264;FC-01;47;-52.8317;221489;6;15-jul-00;05:12:00;5.76;363.0826;0.25;0.51;0;0.44;0.41
18TL00007_284;FC-02;47;-52.705;221490;183;15-jul-00;08:14:00;184.62;302.7921;NaN;NaN;NaN;NaN;NaN
18TL00007_304;FC-03;47;-52.58;221491;148;15-jul-00;09:30:00;149.59;288.9476;15.05;1.84;10.51;NaN;NaN
18TL00007_304;FC-03;47;-52.58;221492;100;15-jul-00;09:30:00;101.12;307.7046;10.15;1.79;9.77;0.05;0.05
18TL00007_304;FC-03;47;-52.58;221493;75;15-jul-00;09:30:00;75.29;344.7721;NaN;NaN;NaN;NaN;NaN
18TL00007_304;FC-03;47;-52.58;221494;50;15-jul-00;09:30:00;50.61;365.3155;1.4;1;2.03;0.63;0.56
18TL00007_304;FC-03;47;-52.58;221495;40;15-jul-00;09:30:00;40.78;378.2668;0.37;0.66;0;1.01;0.91
18TL00007_304;FC-03;47;-52.58;221496;30;15-jul-00;09:30:00;30.55;368.4417;0.27;0.65;0.01;0.66;0.62
18TL00007_304;FC-03;47;-52.58;221497;20;15-jul-00;09:30:00;20.32;357.2768;0.2;0.5;0;0.53;0.49
18TL00007_304;FC-03;47;-52.58;221498;10;15-jul-00;09:30:00;9.92;317.5298;0.2;0.49;0;0.28;0.26
18TL00007_304;FC-03;47;-52.58;221499;5;15-jul-00;09:30:00;4.95;313.0638;0.2;0.69;0;0.26;0.24
18TL00007_315;FC-04;47;-52.3217;221500;119;15-jul-00;11:31:00;119.62;292.0738;14.99;2.12;10.13;NaN;NaN
18TL00007_315;FC-04;47;-52.3217;221601;99;15-jul-00;11:31:00;99.67;342.9857;7.37;1.71;8;0.02;0.02
18TL00007_315;FC-04;47;-52.3217;221602;74;15-jul-00;11:31:00;74.56;346.5585;3.14;1.68;6.78;0.13;0.12
18TL00007_315;FC-04;47;-52.3217;221603;49;15-jul-00;11:31:00;49.23;392.1113;0.22;0.97;0.38;0.54;0.5
18TL00007_315;FC-04;47;-52.3217;221604;40;15-jul-00;11:31:00;40.57;388.9851;0.27;0.87;0;0.5;0.46
18TL00007_315;FC-04;47;-52.3217;221605;30;15-jul-00;11:31:00;30.14;372.4611;0.16;0.8;0;0.48;0.44
18TL00007_315;FC-04;47;-52.3217;221606;21;15-jul-00;11:31:00;20.76;352.8109;0.15;0.68;0.11;0.35;0.32
18TL00007_315;FC-04;47;-52.3217;221608;10;15-jul-00;11:31:00;9.98;314.6269;0.28;0.71;0.1;0.31;0.3
18TL00007_326;FC-05;47;-52.0333;221609;132;15-jul-00;13:27:00;132.61;292.0738;14.98;2.13;10.24;NaN;NaN
18TL00007_326;FC-05;47;-52.0333;221610;100;15-jul-00;13:27:00;101.22;343.4323;NaN;NaN;NaN;NaN;NaN
18TL00007_326;FC-05;47;-52.0333;221611;75;15-jul-00;13:27:00;75.39;360.403;2.26;1.62;5.29;0.05;0.04
18TL00007_326;FC-05;47;-52.0333;221612;49;15-jul-00;13:27:00;49.7;371.1213;0.41;1.33;2.95;0.44;0.43
18TL00007_326;FC-05;47;-52.0333;221613;40;15-jul-00;13:27:00;40.78;399.2568;0.14;0.82;0;0.43;0.39
18TL00007_326;FC-05;47;-52.0333;221614;30;15-jul-00;13:27:00;30.19;383.626;0.28;0.8;0;0.41;0.38
18TL00007_326;FC-05;47;-52.0333;221615;20;15-jul-00;13:27:00;20.07;370.2281;0.26;0.87;0;0.54;0.54
18TL00007_326;FC-05;47;-52.0333;221616;10;15-jul-00;13:27:00;9.99;317.9763;NaN;NaN;NaN;NaN;NaN
18TL00007_326;FC-05;47;-52.0333;221617;5;15-jul-00;13:27:00;5.07;313.0638;0.17;0.78;0;0.27;0.26
18TL00007_339;FC-06;47;-51.485;221618;93;15-jul-00;16:22:00;93.73;298.7727;NaN;NaN;NaN;NaN;NaN
