CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU05071_806;661;47.33033;-62.7475;289258;5.75;15-nov-05;08:21:00;29.94;6.4;308.64526;6.873;NaN;0.6;2.06;0.08;1;2.17;1;0.495;1;4.03;1;256;4.38;0.54
18HU05071_806;661;47.33033;-62.7475;289257;15.97;15-nov-05;08:21:00;29.94;6.4;308.73458;6.864;NaN;0.565;2.059;0.075;1;2.2;1;0.495;1;4.06;1;256;4.44;0.54
18HU05071_806;661;47.33033;-62.7475;289256;24.99;15-nov-05;08:21:00;29.93;6.4;308.46662;6.847;NaN;0.625;2.047;0.09;1;1.98;1;0.45;1;3.91667;1;256;4.40;0.51
18HU05071_806;661;47.33033;-62.7475;289255;50.77;15-nov-05;08:21:00;31.49;0.65;253.31152;5.758;NaN;0.115;0.596;0.03;1;11.915;1;1.24;1;19.35;1;256;9.61;0.62
18HU05071_807;671;47.16817;-62.24983;289264;2.68;15-nov-05;10:31:00;30.12;6.07;307.17148;6.831;NaN;0.525;1.71;0.11;1;2.985;1;0.62;1;5.71;1;256;4.81;0.52
18HU05071_807;671;47.16817;-62.24983;289263;5.75;15-nov-05;10:31:00;30.12;6.07;307.30546;6.82;NaN;0.54;1.672;0.105;1;3;1;0.62;1;5.655;1;256;4.84;0.53
18HU05071_807;671;47.16817;-62.24983;289262;15.77;15-nov-05;10:31:00;30.12;6.06;306.68022;6.795;NaN;0.56;1.676;0.11;1;3.015;1;0.625;1;5.72;1;256;4.82;0.53
18HU05071_807;671;47.16817;-62.24983;289261;25.88;15-nov-05;10:31:00;30.72;3.76;298.06084;6.323;NaN;0.35;1.134;0.125;1;6.25;1;0.925;1;11.23;1;256;6.76;0.56
18HU05071_807;671;47.16817;-62.24983;289260;33.81;15-nov-05;10:31:00;31;2.68;264.74448;5.9605;NaN;0.29;1.038;0.14;1;9.04;1;1.1;1;15.32;1;256;8.22;0.59
18HU05071_808;681;46.9995;-61.75167;289269;2.98;15-nov-05;12:39:00;30.16;6.04;307.9307;6.863;NaN;0.565;1.708;0.105;1;3.36;1;0.63667;1;6.3;1;256;5.28;0.53
18HU05071_808;681;46.9995;-61.75167;289268;5.26;15-nov-05;12:39:00;30.17;6.04;307.75206;6.816;NaN;0.565;1.786;0.12;1;3.39333;1;0.63667;1;6.24;1;256;5.33;0.54
18HU05071_808;681;46.9995;-61.75167;289267;14.87;15-nov-05;12:39:00;30.18;6.06;307.35012;6.808;NaN;0.535;1.802;0.105;1;3.33;1;0.63667;1;6.21;1;256;5.23;0.54
18HU05071_808;681;46.9995;-61.75167;289266;25.68;15-nov-05;12:39:00;31.01;4.03;283.41236;6.314;NaN;0.255;0.996;0.14;1;6.26667;1;0.89;1;10.195;1;256;7.04;0.61
18HU05071_808;681;46.9995;-61.75167;289265;36.89;15-nov-05;12:39:00;31.16;1.86;259.11732;5.873;NaN;0.255;0.872;0.11;1;10.155;1;1.175;1;17.48;1;256;8.64;0.58
18HU05071_809;691;46.902;-61.5;289274;2.48;15-nov-05;14:14:00;30.24;6.31;309.7171;6.845;NaN;0.585;1.326;0.075;1;2.41;1;0.53;1;4.39;1;256;4.55;0.55
18HU05071_809;691;46.902;-61.5;289273;5.45;15-nov-05;14:14:00;30.24;6.3;309.62778;6.862;NaN;0.57;1.551;0.085;1;2.39667;1;0.52;1;4.37;1;256;4.61;0.55
18HU05071_809;691;46.902;-61.5;289272;15.47;15-nov-05;14:14:00;30.29;6.27;308.6006;6.845;NaN;0.485;1.764;0.085;1;2.36667;1;0.52667;1;4.22;1;256;4.49;0.56
18HU05071_809;691;46.902;-61.5;289271;26.87;15-nov-05;14:14:00;30.3;6.27;308.73458;6.829;NaN;0.42;1.536;0.085;1;2.32;1;0.53;1;4.34;1;256;4.38;0.53
18HU05071_809;691;46.902;-61.5;289270;47.89;15-nov-05;14:14:00;31.41;2.13;271.13086;6.093;NaN;0.19;0.788;0.085;1;9.14333;1;1.03;1;14.475;1;256;8.88;0.63
18HU05071_810;701;46.83167;-61.25017;289280;2.28;15-nov-05;15:28:00;29.96;6.54;308.77924;6.846;NaN;0.74;1.506;0.08;1;2.465;1;0.5;1;4.85;1;256;4.93;0.51
18HU05071_810;701;46.83167;-61.25017;289279;5.65;15-nov-05;15:28:00;29.96;6.53;308.91322;6.857;NaN;0.7;1.611;0.09;1;2.515;1;0.53;1;4.815;1;256;4.75;0.52
18HU05071_810;701;46.83167;-61.25017;289278;15.27;15-nov-05;15:28:00;30.1;6.45;308.51128;6.852;NaN;0.615;2.02;0.08;1;2.41;1;0.52;1;4.44;1;256;4.63;0.54
18HU05071_810;701;46.83167;-61.25017;289277;25.09;15-nov-05;15:28:00;30.25;6.24;306.18896;6.801;NaN;0.39;1.54;0.08;1;2.84;1;0.565;1;5.21;1;256;5.03;0.55
18HU05071_810;701;46.83167;-61.25017;289276;51.66;15-nov-05;15:28:00;31.34;1.72;265.2804;5.936;NaN;0.175;0.776;0.08;1;9.94;1;1.155;1;16.27;1;256;8.61;0.61
18HU05071_810;701;46.83167;-61.25017;289275;57.11;15-nov-05;15:28:00;31.35;1.76;262.69012;5.9545;NaN;0.195;0.74;0.08;1;9.815;1;1.135;1;16.08;1;256;8.65;0.61
18HU05071_811;711;46.7455;-60.99883;289285;2.18;15-nov-05;16:48:00;28.95;8.66;295.55988;6.481;NaN;0.635;1.445;0.095;1;1.56;1;0.445;1;5.325;1;256;3.51;0.29
18HU05071_811;711;46.7455;-60.99883;289284;5.85;15-nov-05;16:48:00;28.95;8.66;295.69386;6.487;NaN;0.63;1.581;0.085;1;1.59;1;0.44;1;5.265;1;256;3.61;0.30
18HU05071_811;711;46.7455;-60.99883;289283;15.27;15-nov-05;16:48:00;28.96;8.65;294.26474;6.477;NaN;0.495;1.549;0.09;1;1.595;1;0.445;1;5.24;1;256;3.58;0.30
18HU05071_811;711;46.7455;-60.99883;289282;25.78;15-nov-05;16:48:00;29.65;7.02;297.48026;6.694;NaN;0.42;1.483;0.09;1;2.415;1;0.52;1;5.06;1;256;4.64;0.48
18HU05071_811;711;46.7455;-60.99883;289281;50.18;15-nov-05;16:48:00;30.01;6.32;303.64334;6.677;NaN;0.235;0.929;0.095;1;2.905;1;0.585;1;5.63;1;256;4.97;0.52
18HU05071_812;721;46.95933;-60.21883;289291;1.59;15-nov-05;20:34:00;29.57;7.3;300.1152;6.619;NaN;0.475;1.537;0.07;1;2.515;1;0.515;1;5.81;1;256;4.88;0.43
18HU05071_812;721;46.95933;-60.21883;289290;5.26;15-nov-05;20:34:00;29.57;7.3;299.93656;6.622;NaN;0.555;1.588;0.09;1;2.49;1;0.51;1;5.75;1;256;4.88;0.43
18HU05071_812;721;46.95933;-60.21883;289289;15.27;15-nov-05;20:34:00;29.58;7.27;299.57928;6.614;NaN;0.52;1.525;0.115;1;2.595;1;0.52;1;5.755;1;256;4.99;0.45
18HU05071_812;721;46.95933;-60.21883;289288;26.48;15-nov-05;20:34:00;29.59;7.23;299.40064;6.608;NaN;0.475;1.525;0.1;1;2.605;1;0.535;1;5.955;1;256;4.87;0.44
18HU05071_812;721;46.95933;-60.21883;289287;51.86;15-nov-05;20:34:00;29.86;6.7;293.90746;6.494;NaN;0.32;1.14;0.12;1;3.28;1;0.58;1;6.65;1;256;5.66;0.49
18HU05071_812;721;46.95933;-60.21883;289286;71.89;15-nov-05;20:34:00;31.92;2.32;273.0959;6.171;NaN;0.13;0.611;0.07;1;8.79;1;1.035;1;11.59;1;256;8.49;0.76
18HU05071_813;731;47.02183;-60.112;289298;2.28;15-nov-05;21:44:00;30.17;6.42;307.12682;6.805;NaN;0.375;1.528;0.095;1;2.435;1;0.545;1;4.57;1;256;4.47;0.53
18HU05071_813;731;47.02183;-60.112;289297;5.26;15-nov-05;21:44:00;30.2;6.4;307.12682;6.888;NaN;0.425;1.532;0.105;1;2.39;1;0.545;1;4.355;1;256;4.39;0.55
18HU05071_813;731;47.02183;-60.112;289296;15.87;15-nov-05;21:44:00;30.22;6.38;306.45692;6.811;NaN;0.405;1.6;0.105;1;2.375;1;0.52;1;4.7;1;256;4.57;0.51
18HU05071_813;731;47.02183;-60.112;289295;25.19;15-nov-05;21:44:00;30.47;6.13;309.76176;6.877;NaN;0.535;1.844;0.08;1;2.09;1;0.52;1;4.01;1;256;4.02;0.52
18HU05071_813;731;47.02183;-60.112;289294;53.94;15-nov-05;21:44:00;31.61;2.01;272.2027;6.078;NaN;0.12;0.614;0.08;1;9.175;1;1.05;1;13.715;1;256;8.74;0.67
18HU05071_813;731;47.02183;-60.112;289293;93.2;15-nov-05;21:44:00;32.05;2.15;279.88422;6.438;NaN;0.13;0.63;0.04;1;7.96;1;0.93;1;9.68;1;256;8.56;0.82
18HU05071_813;731;47.02183;-60.112;289292;179.22;15-nov-05;21:44:00;33.87;4.07;178.14874;3.981;NaN;NaN;0.47;0.045;1;18.415;1;1.46;1;23.55;1;256;12.61;0.78
18HU05071_814;741;47.097;-59.99233;289307;2.58;15-nov-05;23:13:00;30.46;6.18;309.76176;8.382;NaN;0.625;2.479;0.09;1;2.18;1;0.495;1;4.11;1;256;4.40;0.53
18HU05071_814;741;47.097;-59.99233;289306;5.26;15-nov-05;23:13:00;30.46;6.19;309.76176;6.889;NaN;0.72;2.518;0.095;1;2.215;1;0.495;1;3.975;1;256;4.47;0.56
18HU05071_814;741;47.097;-59.99233;289305;14.87;15-nov-05;23:13:00;30.46;6.18;309.62778;6.882;NaN;0.745;2.484;0.1;1;2.185;1;0.495;1;3.97;1;256;4.41;0.55
18HU05071_814;741;47.097;-59.99233;289304;25.39;15-nov-05;23:13:00;30.47;6.15;308.24332;6.866;NaN;0.6;2.441;0.1;1;2.26;1;0.52;1;4.28;1;256;4.35;0.53
18HU05071_814;741;47.097;-59.99233;289303;49.38;15-nov-05;23:13:00;31.87;2;280.42014;6.293;NaN;0.12;0.662;0.045;1;8.62;1;1.035;1;11.475;1;256;8.33;0.75
18HU05071_814;741;47.097;-59.99233;289302;101.92;15-nov-05;23:13:00;32.53;1.72;282.07256;6.369;NaN;0.07;0.524;0.035;1;9.08;1;1.005;1;9.035;1;256;9.03;1.00
18HU05071_814;741;47.097;-59.99233;289301;193.59;15-nov-05;23:13:00;33.91;4.16;170.02062;3.393;NaN;NaN;0.392;0.03;1;20.32;1;1.655;1;26.025;1;256;12.28;0.78
18HU05071_814;741;47.097;-59.99233;289300;299.87;15-nov-05;23:13:00;34.73;5.53;143.44792;2.101;NaN;NaN;0.348;0.005;1;22.78;1;1.63;1;27.64;1;256;13.98;0.82
18HU05071_814;741;47.097;-59.99233;289299;314.13;15-nov-05;23:13:00;34.76;5.43;143.40326;3.221;NaN;NaN;0.35;0.02;1;23.17;1;1.67667;1;30.965;1;256;13.82;0.75
18HU05071_815;751;47.27167;-59.78733;289317;2.88;16-nov-05;01:16:00;31.64;7.05;302.92878;6.744;NaN;0.82;2.685;0.135;1;1.445;1;0.41;1;2.22;1;256;3.52;0.65
18HU05071_815;751;47.27167;-59.78733;289316;5.16;16-nov-05;01:16:00;31.64;7.05;303.0181;6.744;NaN;0.78;2.74;0.135;1;1.465;1;0.405;1;2.25;1;256;3.62;0.65
18HU05071_815;751;47.27167;-59.78733;289315;14.97;16-nov-05;01:16:00;31.64;7.05;303.2414;6.727;NaN;0.775;2.829;0.13;1;1.46;1;0.415;1;2.225;1;256;3.52;0.66
18HU05071_815;751;47.27167;-59.78733;289314;24.89;16-nov-05;01:16:00;31.64;7.05;303.73266;6.73;NaN;0.815;2.793;0.12333;1;1.47333;1;0.425;1;2.165;1;256;3.47;0.68
18HU05071_815;751;47.27167;-59.78733;289313;50.67;16-nov-05;01:16:00;32.05;5.14;301.99092;6.724;NaN;0.195;0.869;0.19;1;3.31;1;0.59;1;3.375;1;256;5.61;0.98
18HU05071_815;751;47.27167;-59.78733;289312;97.46;16-nov-05;01:16:00;32.73;0.58;301.27636;6.925;NaN;0.03;0.452;0.155;1;7.69;1;0.89;1;6.135;1;256;8.64;1.25
18HU05071_815;751;47.27167;-59.78733;289311;201.71;16-nov-05;01:16:00;34.36;6.06;181.85552;3.994;NaN;NaN;0.355;0.015;1;18.73667;1;1.36333;1;17.81;1;256;13.74;1.05
18HU05071_815;751;47.27167;-59.78733;289310;295.11;16-nov-05;01:16:00;34.7;5.7;160.41872;3.533;NaN;NaN;0.349;0.02;1;22.205;1;1.55;1;23.825;1;256;14.33;0.93
18HU05071_815;751;47.27167;-59.78733;289309;401.93;16-nov-05;01:16:00;34.82;5.12;176.49632;3.861;NaN;NaN;0.347;0.015;1;21.63;1;1.56;1;28.86;1;256;13.87;0.75
18HU05071_815;751;47.27167;-59.78733;289308;454.48;16-nov-05;01:16:00;34.83;5.03;180.69436;4.0555;NaN;NaN;0.345;0.02;1;21.225;1;1.54;1;28.76;1;256;13.78;0.74
18HU05071_816;761;47.43467;-59.5625;289327;1.49;16-nov-05;03:44:00;31.68;7.41;301.2317;6.677;NaN;0.6;2.143;0.11;1;1.045;1;0.37;1;1.945;1;256;2.82;0.54
18HU05071_816;761;47.43467;-59.5625;289326;5.06;16-nov-05;03:44:00;31.68;7.41;301.27636;6.665;NaN;0.55;2.147;0.105;1;1.03;1;0.355;1;2.095;1;256;2.90;0.49
18HU05071_816;761;47.43467;-59.5625;289325;15.07;16-nov-05;03:44:00;31.67;7.41;301.58898;6.641;NaN;0.635;2.063;0.11;1;1.045;1;0.375;1;1.99;1;256;2.79;0.53
18HU05071_816;761;47.43467;-59.5625;289324;24.99;16-nov-05;03:44:00;31.67;7.41;301.32102;6.664;NaN;0.6;2.156;0.11;1;1.1;1;0.39;1;1.995;1;256;2.82;0.55
18HU05071_816;761;47.43467;-59.5625;289323;50.07;16-nov-05;03:44:00;32.11;4.68;300.15986;6.807;NaN;0.18;0.793;0.19;1;3.16;1;0.59;1;3.42;1;256;5.36;0.92
18HU05071_816;761;47.43467;-59.5625;289322;100.13;16-nov-05;03:44:00;32.75;1.6;293.14824;6.623;NaN;0.03;0.404;0.025;1;8.475;1;0.95;1;6.735;1;256;8.92;1.26
18HU05071_816;761;47.43467;-59.5625;289321;198.34;16-nov-05;03:44:00;34.35;6.24;195.8341;4.335;NaN;NaN;0.352;0.02;1;17.175;1;1.27;1;14.97;1;256;13.52;1.15
18HU05071_816;761;47.43467;-59.5625;289320;297.88;16-nov-05;03:44:00;34.74;5.82;177.88078;3.98;NaN;NaN;0.329;0.02;1;21.655;1;1.475;1;19.62;1;256;14.68;1.10
18HU05071_816;761;47.43467;-59.5625;289319;396.87;16-nov-05;03:44:00;34.83;4.99;192.2613;4.316;NaN;NaN;0.326;0.02;1;20.9;1;1.48;1;24.93;1;256;14.12;0.84
18HU05071_816;761;47.43467;-59.5625;289318;465.06;16-nov-05;03:44:00;34.83;4.93;192.08266;4.318;NaN;NaN;0.33;0.02;1;20.755;1;1.51;1;26.875;1;256;13.75;0.77
18HU05071_817;771;47.5815;-59.342;289335;1.29;16-nov-05;06:12:00;31.52;7.04;303.59868;6.718;0.575;0.61;2.59;0.12;1;1.32;1;0.42;1;2.295;1;256;3.14;0.58
18HU05071_817;771;47.5815;-59.342;289334;5.55;16-nov-05;06:12:00;31.51;7.04;303.42004;6.709;0.7;0.76;2.598;0.12;1;1.32;1;0.42;1;2.28;1;256;3.14;0.58
18HU05071_817;771;47.5815;-59.342;289333;15.37;16-nov-05;06:12:00;31.51;7.04;303.4647;6.705;NaN;0.755;2.595;0.115;1;1.315;1;0.39;1;2.47;1;256;3.37;0.53
18HU05071_817;771;47.5815;-59.342;289332;25.38;16-nov-05;06:12:00;31.61;6.74;303.37538;6.712;NaN;0.715;2.221;0.105;1;1.355;1;0.36;1;1.91333;1;256;3.76;0.71
18HU05071_817;771;47.5815;-59.342;289331;50.37;16-nov-05;06:12:00;32.09;4.45;303.33072;6.774;NaN;0.215;1.008;0.165;1;4.02;1;0.615;1;3.955;1;256;6.54;1.02
18HU05071_817;771;47.5815;-59.342;289330;98.94;16-nov-05;06:12:00;32.8;2.11;289.03952;6.517;NaN;0.04;0.436;0.085;1;8.16;1;0.89;1;7.10667;1;256;9.17;1.15
18HU05071_817;771;47.5815;-59.342;289329;199.03;16-nov-05;06:12:00;34.46;6.07;188.86714;4.157;NaN;NaN;0.307;0.02;1;19.175;1;1.325;1;17.34333;1;256;14.47;1.11
18HU05071_817;771;47.5815;-59.342;289328;257.47;16-nov-05;06:12:00;34.63;6.06;182.07882;4.045;NaN;NaN;0.29;0.045;1;16.16;1;1.225;1;14.47;1;256;13.19;1.12
18HU05071_818;781;47.67183;-59.86867;289345;3.67;16-nov-05;08:52:00;31.65;7.4;302.5715;6.665;0.47;0.48;2.031;0.105;1;1.095;1;0.405;1;1.98;1;256;2.70;0.55
18HU05071_818;781;47.67183;-59.86867;289344;4.76;16-nov-05;08:52:00;31.65;7.4;302.39286;6.665;0.525;0.55;2.013;0.105;1;1.095;1;0.4;1;1.96;1;256;2.74;0.56
18HU05071_818;781;47.67183;-59.86867;289343;15.47;16-nov-05;08:52:00;31.65;7.41;302.1249;6.669;0.51;0.555;2.137;0.11;1;1.09;1;0.4;1;1.915;1;256;2.73;0.57
18HU05071_818;781;47.67183;-59.86867;289342;25.68;16-nov-05;08:52:00;31.65;7.41;302.39286;6.643;0.71;0.575;2.075;0.105;1;1.11;1;0.4;1;1.91;1;256;2.77;0.58
18HU05071_818;781;47.67183;-59.86867;289341;49.77;16-nov-05;08:52:00;31.96;5.82;300.3385;6.712;0.345;0.375;0.943;0.17;1;2.58;1;0.535;1;2.89;1;256;4.82;0.89
18HU05071_818;781;47.67183;-59.86867;289340;99.64;16-nov-05;08:52:00;32.52;1.72;303.50936;6.8535;0.025;0.035;0.483;0.035;1;6.895;1;0.855;1;5.615;1;256;8.06;1.23
18HU05071_818;781;47.67183;-59.86867;289339;198.53;16-nov-05;08:52:00;33.82;4.28;196.504;4.25;NaN;NaN;0.376;0.015;1;16.585;1;1.39;1;17.78;1;256;11.93;0.93
18HU05071_818;781;47.67183;-59.86867;289338;297.37;16-nov-05;08:52:00;34.63;5.53;109.01506;2.446;NaN;NaN;0.383;0.01;1;24.46;1;1.85;1;34.82;1;256;13.22;0.70
18HU05071_818;781;47.67183;-59.86867;289337;396.67;16-nov-05;08:52:00;34.81;5.14;184.8924;4.186;NaN;NaN;0.33;0.01;1;21.145;1;1.49;1;23.68;1;256;14.19;0.89
18HU05071_818;781;47.67183;-59.86867;289336;517.48;16-nov-05;08:52:00;34.83;4.91;192.88654;4.3265;NaN;NaN;0.335;0.015;1;20.485;1;1.525;1;27.365;1;256;13.43;0.75
