CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18NA96022_281;CAST#1;45.819;-60.8527;175803;135;25-sep-96;18:53:00;22.565;4.26;277.74054;4;NaN;9;0.101;1;4.48;1;0.687;1;9.69;1;6;6.52;0.46
18NA96022_282;CAST#1;45.848;-60.7647;175812;1;25-sep-96;19:36:00;21.772;14.547;275.41822;4;0.3204;1;0.1945;1;0.5;1;0.155;1;2.845;1;6;3.23;0.18
18NA96022_282;CAST#1;45.848;-60.7647;175811;5;25-sep-96;19:36:00;21.768;14.539;275.68618;4;0.9612;1;0.0665;1;0.295;1;0.167;1;2.985;1;6;1.77;0.10
18NA96022_282;CAST#1;45.848;-60.7647;175810;25;25-sep-96;19:36:00;22.157;11.254;262.64546;4;0.3204;1;0.2385;1;1.81;1;0.359;1;4.805;1;6;5.04;0.38
18NA96022_282;CAST#1;45.848;-60.7647;175809;50;25-sep-96;19:36:00;22.463;5.744;275.15026;4;NaN;9;0.0855;1;3.5;1;0.537;1;7.135;1;6;6.52;0.49
18NA96022_282;CAST#1;45.848;-60.7647;175808;65;25-sep-96;19:36:00;22.485;5.173;276.04346;4;NaN;9;0.1;1;3.38;1;0.5185;1;7.08;1;6;6.52;0.48
18NA96022_283;CAST#1;45.8692;-60.8375;175816;1;25-sep-96;20:13:00;21.812;14.53;277.3386;4;0.1602;1;0.07;1;0.22;1;0.1595;1;2.735;1;6;1.38;0.08
18NA96022_283;CAST#1;45.8692;-60.8375;175815;5;25-sep-96;20:13:00;21.812;14.534;276.13278;4;0.9612;1;0.0545;1;0.19;1;0.1555;1;2.685;1;6;1.22;0.07
18NA96022_283;CAST#1;45.8692;-60.8375;175814;20;25-sep-96;20:13:00;21.875;13.909;270.01436;4;1.1214;1;0.098;1;0.48;1;0.187;1;2.98;1;6;2.57;0.16
18NA96022_283;CAST#1;45.8692;-60.8375;175813;40;25-sep-96;20:13:00;22.356;7.298;269.12116;4;NaN;9;0.1705;1;3.165;1;0.4695;1;6.21;1;6;6.74;0.51
18NA96022_285;CAST#1;45.9215;-60.8268;175820;1;25-sep-96;20:40:00;21.788;13.901;276.6687;4;1.3617;1;0.0645;1;0.26;1;0.1935;1;3.435;1;6;1.34;0.08
18NA96022_285;CAST#1;45.9215;-60.8268;175819;5;25-sep-96;20:40:00;21.857;13.905;276.57938;4;0.4005;1;0.1455;1;0.28;1;0.191;1;3.43;1;6;1.47;0.08
18NA96022_285;CAST#1;45.9215;-60.8268;175818;30;25-sep-96;20:40:00;23;14.117;256.3484;4;0.4806;1;0.2435;1;1.47;1;0.3175;1;4.815;1;6;4.63;0.31
18NA96022_285;CAST#1;45.9215;-60.8268;175817;55;25-sep-96;20:40:00;24.211;12.593;203.78358;4;NaN;9;0.133;1;6.28;1;0.89;1;13.685;1;6;7.06;0.46
18NA96022_295;CAST#1;45.915;-60.7572;175824;1;27-sep-96;11:32:00;20.351;13.824;258.09014;4;0.801;1;0.2425;1;0.35;1;0.167;1;2.995;1;6;2.10;0.12
18NA96022_295;CAST#1;45.915;-60.7572;175823;5;27-sep-96;11:32:00;21.803;13.963;275.15026;4;0.9612;1;0.0995;1;0.31;1;0.164;1;3.24;1;6;1.89;0.10
18NA96022_295;CAST#1;45.915;-60.7572;175822;40;27-sep-96;11:32:00;22.386;5.34;276.17744;4;NaN;9;0.1415;1;3.43;1;0.544;1;7.475;1;6;6.31;0.46
18NA96022_295;CAST#1;45.915;-60.7572;175821;68;27-sep-96;11:32:00;22.329;4.077;268.45126;4;NaN;9;0.075;1;4.115;1;0.646;1;10.39;1;6;6.37;0.40
18NA96022_297;CAST#1;45.8777;-60.6755;175827;1;27-sep-96;12:19:00;21.63;13.173;280.86674;4;0.4005;1;0.1585;1;0.34;1;0.2005;1;4.155;1;6;1.70;0.08
18NA96022_297;CAST#1;45.8777;-60.6755;175826;5;27-sep-96;12:19:00;21.652;13.192;280.33082;4;0.2403;1;0.105;1;0.34;1;0.1985;1;4.115;1;6;1.71;0.08
18NA96022_297;CAST#1;45.8777;-60.6755;175825;25;27-sep-96;12:19:00;22.218;9.211;265.9503;4;0;1;0.166;1;2.33;1;0.3965;1;5.885;1;6;5.88;0.40
18NA96022_299;CAST#1;45.9012;-60.6115;175830;1;27-sep-96;12:59:00;21.38;13.124;283.05508;4;0.2403;1;0.0935;1;0.27;1;0.2165;1;4.79;1;6;1.25;0.06
18NA96022_299;CAST#1;45.9012;-60.6115;175829;5;27-sep-96;12:59:00;21.378;13.127;281.8046;4;0.3204;1;0.0955;1;0.275;1;0.1945;1;4.745;1;6;1.41;0.06
18NA96022_299;CAST#1;45.9012;-60.6115;175828;17;27-sep-96;12:59:00;21.995;11.544;NaN;9;0.1602;1;0.1735;1;1.23;1;0.293;1;4.935;1;0;4.20;0.25
18NA96022_300;CAST#1;46.007;-60.4083;175832;1;27-sep-96;14:14:00;19.915;11.753;285.28808;4;0.1602;1;0.1975;1;1.025;1;0.248;1;10.64;1;6;4.13;0.10
18NA96022_300;CAST#1;46.007;-60.4083;175831;8;27-sep-96;14:14:00;21.316;12.292;270.4163;4;0.4005;1;0.274;1;1;1;0.297;1;6.155;1;6;3.37;0.16
18NA96022_301;CAST#1;45.967;-60.4787;175836;1;27-sep-96;14:44:00;21.269;13.138;278.85704;4;0.8811;1;0.1295;1;0.43;1;0.2375;1;5.545;1;6;1.81;0.08
18NA96022_301;CAST#1;45.967;-60.4787;175835;5;27-sep-96;14:44:00;21.299;12.984;278.32112;4;0.6408;1;0.1215;1;0.405;1;0.2265;1;5.605;1;6;1.79;0.07
18NA96022_301;CAST#1;45.967;-60.4787;175834;25;27-sep-96;14:44:00;22.013;9.938;257.2416;4;0.2403;1;0.196;1;2.48;1;0.4335;1;6.995;1;6;5.72;0.35
18NA96022_301;CAST#1;45.967;-60.4787;175833;75;27-sep-96;14:44:00;22.168;6.112;251.70376;4;NaN;9;0.1235;1;4.54;1;0.766;1;10.71;1;6;5.93;0.42
18NA96022_302;CAST#1;45.9408;-60.528;175839;1;27-sep-96;15:38:00;20.98;13.18;282.6978;4;0.1602;1;0.187;1;0.42;1;0.2825;1;5.485;1;6;1.49;0.08
18NA96022_302;CAST#1;45.9408;-60.528;175838;5;27-sep-96;15:38:00;21.041;13.062;283.90362;4;0.4806;1;0.0995;1;0.25;1;0.2125;1;5.91;1;6;1.18;0.04
18NA96022_302;CAST#1;45.9408;-60.528;175837;34;27-sep-96;15:38:00;22.023;9.691;255.14258;4;0.4005;1;0.2155;1;2.705;1;0.524;1;7.75;1;6;5.16;0.35
18NA96022_303;CAST#1;45.9577;-60.5745;175842;1;27-sep-96;16:30:00;20.682;13.44;283.27838;4;0.6408;1;0.07;1;0.23;1;0.2515;1;7.17;1;6;0.91;0.03
18NA96022_303;CAST#1;45.9577;-60.5745;175841;5;27-sep-96;16:30:00;20.879;13.123;281.71528;4;1.2015;1;0.089;1;0.265;1;0.2985;1;7.15;1;6;0.89;0.04
18NA96022_303;CAST#1;45.9577;-60.5745;175840;25;27-sep-96;16:30:00;NaN;NaN;192.35062;4;0.1602;1;0.81;1;4.085;1;1.017;1;13.335;1;6;4.02;0.31
18NA96022_305;CAST#1;45.9543;-60.5855;175844;1;27-sep-96;17:02:00;20.72;13.183;285.19876;4;0.5607;7;0.087;1;0.24;1;0.272;1;7.59;1;38;0.88;0.03
18NA96022_305;CAST#1;45.9543;-60.5855;175843;5;27-sep-96;17:02:00;20.772;12.877;263.494;4;0.5607;7;0.088;1;0.35;1;0.329;1;7.44;1;38;1.06;0.05
18NA96022_306;CAST#1;45.7432;-60.8022;175848;1;27-sep-96;19:33:00;21.449;13.843;276.40074;4;0.6408;1;0.14;1;0.58;1;0.1875;1;4.53;1;6;3.09;0.13
18NA96022_306;CAST#1;45.7432;-60.8022;175847;5;27-sep-96;19:33:00;21.444;13.843;276.49006;4;0.8811;1;0.139;1;0.465;1;0.27;1;4.49;1;6;1.72;0.10
18NA96022_306;CAST#1;45.7432;-60.8022;175846;15;27-sep-96;19:33:00;21.503;13.835;276.892;4;1.2015;1;0.1275;1;0.37;1;0.199;1;4.355;1;6;1.86;0.08
18NA96022_306;CAST#1;45.7432;-60.8022;175845;26;27-sep-96;19:33:00;21.991;12.145;261.61828;4;0.2403;1;0.21;1;1.35;1;0.3195;1;5.545;1;6;4.23;0.24
18NA96022_307;CAST#1;45.7013;-60.7933;175851;1;27-sep-96;19:58:00;21.047;14.055;273.36386;4;2.8035;1;0.146;1;0.79;1;0.2135;1;5.1;1;6;3.70;0.15
18NA96022_307;CAST#1;45.7013;-60.7933;175850;5;27-sep-96;19:58:00;21.048;14.057;274.03376;4;3.1239;1;0.1525;1;0.5;1;0.166;1;4.985;1;6;3.01;0.10
18NA96022_307;CAST#1;45.7013;-60.7933;175849;13;27-sep-96;19:58:00;21.039;14.074;271.80076;4;0.6408;1;0.1595;1;0.46;1;0.177;1;5.06;1;6;2.60;0.09
18NA96022_308;CAST#1;45.6752;-60.8285;175853;5;27-sep-96;20:18:00;20.685;14.582;273.49784;4;0.8811;1;0.141;1;0.36;1;0.11;1;4.865;1;6;3.27;0.07
18NA96022_308;CAST#1;45.6752;-60.8285;175852;17;27-sep-96;20:18:00;21.967;13.698;208.74084;4;2.7234;1;0.9335;1;2.69;1;0.626;1;10.635;2;2054;4.30;0.25
18NA96022_309;CAST#1;45.6572;-60.8567;175856;1;27-sep-96;20:40:00;19.791;14.136;286.67254;4;0.9612;1;0.068;1;0.24;1;0.0655;1;4.75;1;6;3.66;0.05
18NA96022_309;CAST#1;45.6572;-60.8567;175855;5;27-sep-96;20:40:00;19.831;14.112;284.7075;4;2.8836;1;0.076;1;0.345;1;0.1445;1;4.805;1;6;2.39;0.07
18NA96022_309;CAST#1;45.6572;-60.8567;175854;20;27-sep-96;20:40:00;22.283;5.47;145.63626;4;0.2403;1;0.128;1;9.07;2;1.4995;2;13.72;2;2054;6.05;0.66
