CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18TL00007_264;FC-01;47;-52.8317;221482;91;15-jul-00;05:12:00;91.63;355.937;4;NaN;9;NaN;9;4.83;1;1.29;1;2.98;1;6;3.74;1.62
18TL00007_284;FC-02;47;-52.705;221490;183;15-jul-00;08:14:00;184.62;302.7921;4;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL00007_304;FC-03;47;-52.58;221499;5;15-jul-00;09:30:00;4.95;313.0638;4;0.26;1;0.24;1;0;1;0.69;1;0.2;1;6;0.00;0.00
18TL00007_304;FC-03;47;-52.58;221498;10;15-jul-00;09:30:00;9.92;317.5298;4;0.28;1;0.26;1;0;1;0.49;1;0.2;1;6;0.00;0.00
18TL00007_304;FC-03;47;-52.58;221497;20;15-jul-00;09:30:00;20.32;357.2768;4;0.53;1;0.49;1;0;1;0.5;1;0.2;1;6;0.00;0.00
18TL00007_304;FC-03;47;-52.58;221496;30;15-jul-00;09:30:00;30.55;368.4417;4;0.66;1;0.62;1;0.01;1;0.65;1;0.27;1;6;0.02;0.04
18TL00007_304;FC-03;47;-52.58;221495;40;15-jul-00;09:30:00;40.78;378.2668;4;1.01;1;0.91;1;0;1;0.66;1;0.37;1;6;0.00;0.00
18TL00007_304;FC-03;47;-52.58;221494;50;15-jul-00;09:30:00;50.61;365.3155;4;0.63;1;0.56;1;2.03;1;1;1;1.4;1;6;2.03;1.45
18TL00007_304;FC-03;47;-52.58;221493;75;15-jul-00;09:30:00;75.29;344.7721;4;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL00007_304;FC-03;47;-52.58;221492;100;15-jul-00;09:30:00;101.12;307.7046;4;0.05;1;0.05;1;9.77;1;1.79;1;10.15;1;6;5.46;0.96
18TL00007_304;FC-03;47;-52.58;221491;148;15-jul-00;09:30:00;149.59;288.9476;4;NaN;9;NaN;9;10.51;1;1.84;1;15.05;1;6;5.71;0.70
18TL00007_315;FC-04;47;-52.3217;221608;10;15-jul-00;11:31:00;9.98;314.6269;4;0.31;1;0.3;1;0.1;1;0.71;1;0.28;1;6;0.14;0.36
18TL00007_315;FC-04;47;-52.3217;221606;21;15-jul-00;11:31:00;20.76;352.8109;4;0.35;1;0.32;1;0.11;1;0.68;1;0.15;1;6;0.16;0.73
18TL00007_315;FC-04;47;-52.3217;221605;30;15-jul-00;11:31:00;30.14;372.4611;4;0.48;1;0.44;1;0;1;0.8;1;0.16;1;6;0.00;0.00
18TL00007_315;FC-04;47;-52.3217;221604;40;15-jul-00;11:31:00;40.57;388.9851;4;0.5;1;0.46;1;0;1;0.87;1;0.27;1;6;0.00;0.00
18TL00007_315;FC-04;47;-52.3217;221603;49;15-jul-00;11:31:00;49.23;392.1113;4;0.54;1;0.5;1;0.38;1;0.97;1;0.22;1;6;0.39;1.73
18TL00007_315;FC-04;47;-52.3217;221602;74;15-jul-00;11:31:00;74.56;346.5585;4;0.13;1;0.12;1;6.78;1;1.68;1;3.14;1;6;4.04;2.16
18TL00007_315;FC-04;47;-52.3217;221601;99;15-jul-00;11:31:00;99.67;342.9857;4;0.02;1;0.02;1;8;1;1.71;1;7.37;1;6;4.68;1.09
18TL00007_315;FC-04;47;-52.3217;221500;119;15-jul-00;11:31:00;119.62;292.0738;4;NaN;9;NaN;9;10.13;1;2.12;1;14.99;1;6;4.78;0.68
18TL00007_326;FC-05;47;-52.0333;221617;5;15-jul-00;13:27:00;5.07;313.0638;4;0.27;1;0.26;1;0;1;0.78;1;0.17;1;6;0.00;0.00
18TL00007_326;FC-05;47;-52.0333;221616;10;15-jul-00;13:27:00;9.99;317.9763;4;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL00007_326;FC-05;47;-52.0333;221615;20;15-jul-00;13:27:00;20.07;370.2281;4;0.54;1;0.54;1;0;1;0.87;1;0.26;1;6;0.00;0.00
18TL00007_326;FC-05;47;-52.0333;221614;30;15-jul-00;13:27:00;30.19;383.626;4;0.41;1;0.38;1;0;1;0.8;1;0.28;1;6;0.00;0.00
18TL00007_326;FC-05;47;-52.0333;221613;40;15-jul-00;13:27:00;40.78;399.2568;4;0.43;1;0.39;1;0;1;0.82;1;0.14;1;6;0.00;0.00
18TL00007_326;FC-05;47;-52.0333;221612;49;15-jul-00;13:27:00;49.7;371.1213;4;0.44;1;0.43;1;2.95;1;1.33;1;0.41;1;6;2.22;7.20
18TL00007_326;FC-05;47;-52.0333;221611;75;15-jul-00;13:27:00;75.39;360.403;4;0.05;1;0.04;1;5.29;1;1.62;1;2.26;1;6;3.27;2.34
18TL00007_326;FC-05;47;-52.0333;221610;100;15-jul-00;13:27:00;101.22;343.4323;4;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL00007_326;FC-05;47;-52.0333;221609;132;15-jul-00;13:27:00;132.61;292.0738;4;NaN;9;NaN;9;10.24;1;2.13;1;14.98;1;6;4.81;0.68
18TL00007_339;FC-06;47;-51.485;221618;93;15-jul-00;16:22:00;93.73;298.7727;4;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL00007_003;FC-07;47;-51;221626;4;15-jul-00;19:15:00;4.48;312.6172;4;0.19;1;0.15;1;0.01;1;0.66;1;0.15;1;6;0.02;0.07
18TL00007_003;FC-07;47;-51;221625;10;15-jul-00;19:15:00;10.51;315.2968;4;0.17;1;0.14;1;0.02;1;0.79;1;0.29;1;6;0.03;0.07
18TL00007_003;FC-07;47;-51;221624;20;15-jul-00;19:15:00;20.56;362.636;4;0.14;1;0.34;1;0.04;1;1.04;1;0.44;1;6;0.04;0.09
18TL00007_003;FC-07;47;-51;221623;29;15-jul-00;19:15:00;29.53;372.0145;4;0.38;1;0.31;1;0;1;0.76;1;0.16;1;6;0.00;0.00
18TL00007_003;FC-07;47;-51;221622;40;15-jul-00;19:15:00;40.28;379.6066;4;0.72;1;0.55;1;0;1;0.77;1;0.22;1;6;0.00;0.00
18TL00007_003;FC-07;47;-51;221621;51;15-jul-00;19:15:00;51.84;383.626;4;1.41;1;1.07;1;0.36;1;0.96;1;0.8;1;6;0.38;0.45
18TL00007_003;FC-07;47;-51;221620;75;15-jul-00;19:15:00;75.43;305.9182;4;0.06;1;0.06;1;7.78;1;2.03;1;10.38;1;6;3.83;0.75
18TL00007_003;FC-07;47;-51;221619;100;15-jul-00;19:15:00;100.73;297.8795;4;0.05;1;0.03;1;9.52;1;2.21;1;13.05;1;6;4.31;0.73
18TL00007_047;FC-08;47;-50.6667;221627;169;16-jul-00;01:44:00;170.1;288.0544;4;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL00007_058;FC-09;47;-50;221634;4;16-jul-00;04:31:00;4.3;323.7821;4;0.16;1;0.14;1;0;1;0.86;1;0.46;1;6;0.00;0.00
18TL00007_058;FC-09;47;-50;221633;10;16-jul-00;04:31:00;9.66;323.3355;4;0.18;1;0.16;1;0;1;0.91;1;0.25;1;6;0.00;0.00
18TL00007_058;FC-09;47;-50;221632;20;16-jul-00;04:31:00;19.76;353.704;4;0.19;1;0.16;1;0;1;0.99;1;0.37;1;6;0.00;0.00
18TL00007_058;FC-09;47;-50;221631;29;16-jul-00;04:31:00;29.7;368.8883;4;0.21;1;0.19;1;0;1;1.03;1;0.3;1;6;0.00;0.00
18TL00007_058;FC-09;47;-50;221630;39;16-jul-00;04:31:00;39.66;388.0919;4;0.28;1;0.26;1;0;1;1.04;1;0.72;1;6;0.00;0.00
18TL00007_058;FC-09;47;-50;221629;49;16-jul-00;04:31:00;49.84;385.4124;4;2.62;1;3.1;1;0;1;1.06;1;0.55;1;6;0.00;0.00
18TL00007_058;FC-09;47;-50;221628;77;16-jul-00;04:31:00;77.27;297.4329;4;0.16;1;0.15;1;7.68;1;2.08;1;7.81;1;6;3.69;0.98
18TL00007_069;FC-10;47;-49.1167;221641;5;16-jul-00;08:37:00;5.23;317.9763;4;0.15;1;0.15;1;0.03;1;1.16;1;0.48;1;6;0.03;0.06
18TL00007_069;FC-10;47;-49.1167;221640;10;16-jul-00;08:37:00;10.47;330.0344;4;0.16;1;0.15;1;0;1;1.07;1;0.61;1;6;0.00;0.00
18TL00007_069;FC-10;47;-49.1167;221639;20;16-jul-00;08:37:00;20.09;374.2474;4;0.2;1;0.16;1;0;1;0.93;1;0.21;1;6;0.00;0.00
18TL00007_069;FC-10;47;-49.1167;221638;30;16-jul-00;08:37:00;30.25;384.5191;4;0.34;1;0.33;1;0;1;0.91;1;0.44;1;6;0.00;0.00
18TL00007_069;FC-10;47;-49.1167;221637;40;16-jul-00;08:37:00;40.04;402.8296;4;0.35;1;0.33;1;0;1;1.02;1;0.29;1;6;0.00;0.00
18TL00007_069;FC-10;47;-49.1167;221636;50;16-jul-00;08:37:00;50.4;405.5092;4;0.57;1;0.58;1;0;1;1.05;1;0.34;1;6;0.00;0.00
18TL00007_069;FC-10;47;-49.1167;221635;76;16-jul-00;08:37:00;76.86;307.2581;4;0.12;1;0.08;1;8.25;1;2.21;1;8.11;1;6;3.73;1.02
18TL00007_080;FC-11;47;-48.6167;221642;99;16-jul-00;11:34:00;99.64;288.9476;4;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL00007_091;FC-12;47;-48.1167;221651;6;16-jul-00;13:52:00;5.77;325.5685;4;0.13;1;0.1;1;0;1;0.97;1;0.3;1;6;0.00;0.00
18TL00007_091;FC-12;47;-48.1167;221650;11;16-jul-00;13:52:00;11.24;334.947;4;0.14;1;0.11;1;0;1;0.94;1;0.67;1;6;0.00;0.00
18TL00007_091;FC-12;47;-48.1167;221649;20;16-jul-00;13:52:00;20.52;380.4998;4;0.15;1;0.12;1;0;1;1.07;1;0.45;1;6;0.00;0.00
18TL00007_091;FC-12;47;-48.1167;221648;31;16-jul-00;13:52:00;30.98;400.15;4;0.17;1;0.14;1;0;1;0.98;1;0.38;1;6;0.00;0.00
18TL00007_091;FC-12;47;-48.1167;221647;41;16-jul-00;13:52:00;41.4;408.1888;4;0.24;1;0.21;1;0;1;0.99;1;0.3;1;6;0.00;0.00
18TL00007_091;FC-12;47;-48.1167;221646;51;16-jul-00;13:52:00;51.47;380.9464;4;0.85;1;0.76;1;2.83;1;1.73;1;0.71;1;6;1.64;3.99
18TL00007_091;FC-12;47;-48.1167;221644;75;16-jul-00;13:52:00;75.41;351.0244;4;0.41;1;0.4;1;6.93;1;1.83;1;3.25;1;6;3.79;2.13
18TL00007_091;FC-12;47;-48.1167;221645;102;16-jul-00;13:52:00;102.51;345.2187;4;0.07;1;0.05;1;8.23;1;1.82;1;6.43;1;6;4.52;1.28
18TL00007_091;FC-12;47;-48.1167;221643;128;16-jul-00;13:52:00;129.07;304.1319;4;NaN;9;NaN;9;9.34;1;2.14;1;13.05;1;6;4.36;0.72
18TL00007_123;STN27;47.5467;-52.5867;222210;5;30-jul-00;08:38:00;4.54;339.413;4;NaN;9;1.38;1;0;1;0.29;1;0;1;6;0.00;NaN
18TL00007_123;STN27;47.5467;-52.5867;222209;10;30-jul-00;08:38:00;10.04;384.0726;4;1.59;7;0.83;7;0;1;0.24;1;0;1;134;0.00;NaN
18TL00007_123;STN27;47.5467;-52.5867;222208;20;30-jul-00;08:38:00;20.11;400.5966;4;0.97;1;1.14;1;0.17;1;0.37;1;0.33;1;6;0.46;0.52
18TL00007_123;STN27;47.5467;-52.5867;222207;30;30-jul-00;08:38:00;30.35;388.9851;4;1.32;1;0.97;1;1.49;1;0.63;1;0.82;1;6;2.37;1.82
18TL00007_123;STN27;47.5467;-52.5867;222206;39;30-jul-00;08:38:00;39.75;378.7134;4;1.12;7;0.54;7;1.94;1;0.6;1;1.06;1;134;3.23;1.83
18TL00007_123;STN27;47.5467;-52.5867;222205;49;30-jul-00;08:38:00;49.71;374.2474;4;0.65;1;0.34;1;2.58;1;0.67;1;1.19;1;6;3.85;2.17
18TL00007_123;STN27;47.5467;-52.5867;222204;74;30-jul-00;08:38:00;74.76;360.8495;4;0.37;1;0.03;1;5.36;1;0.97;1;3.33;1;6;5.53;1.61
18TL00007_123;STN27;47.5467;-52.5867;222203;99;30-jul-00;08:38:00;99.53;354.1506;4;0.04;1;0.04;1;5.31;1;0.84;1;4.45;1;6;6.32;1.19
18TL00007_123;STN27;47.5467;-52.5867;222202;149;30-jul-00;08:38:00;150.09;334.947;4;NaN;9;NaN;9;8.84;1;1.13;1;10.11;1;6;7.82;0.87
18TL00007_123;STN27;47.5467;-52.5867;222201;169;30-jul-00;08:38:00;170.24;298.7727;4;NaN;9;NaN;9;10.04;1;1.42;1;16.64;1;6;7.07;0.60
